village_code,village_name,subdistrict,latitude,longitude,total_population,total_households,sc_st_population_share_pct,composite_risk_score_FROM_MODEL5,priority_category_FROM_MODEL5,urgency_score,geo_area_ha,population_density_per_ha,male_population,female_population,pct_forest,pct_barren_uncultivable,pct_net_sown,pct_fallow,pct_pastures,irrigation_coverage_pct,road_connectivity_score,healthcare_access_score,drainage_quality_score,nearest_town_dist_km,district_hq_dist_km,tapwater_treated,tubewell_borehole,river_canal_present,surface_water_exposure,elevation_m_EXTERNAL_TOFILL,distance_to_river_km_EXTERNAL_TOFILL,rainfall_24hr_max_mm_EXTERNAL_TOFILL,flood_hazard_score_TARGET,runoff_coefficient_EXTERNAL_TOFILL,flood_hazard_score_FROM_MODEL1,erosion_risk_score_FROM_MODEL2,cloudburst_exceedance_probability_FROM_MODEL3,landslide_susceptibility_score_FROM_MODEL4,relocation_urgency_index,vulnerability_ratio,hazard_x_density,distance_x_risk,water_risk
521057,Mahuvad,Padra,22.234796,73.013282,2564.0,534.0,9.56,0.494,Medium (Mitigation),1266.616,483.0,5.308,1336.0,1228.0,0.0,1.25,87.53,0.0,3.33,92.64,3,1,1,7.0,23.0,0.0,1.0,1.0,1,102.5,3.495,244.8,0.319,0.61,0.319,0.98,0.95,0.637,1266.616,3.0838709677419356,2.622152,3.458,0.319
521061,Darapura,Padra,22.228044,73.106676,3032.0,666.0,15.2,0.649,Medium (Mitigation),1967.768,408.0,7.431,1589.0,1443.0,0.0,0.49,80.49,0.98,0.24,90.91,2,0,1,3.0,18.0,0.0,1.0,0.0,1,87.5,0.815,245.6,0.532,0.67,0.532,0.98,0.877,0.572,1967.768,7.238095238095237,4.822719,1.947,0.532
521060,Patod,Padra,22.225549,73.120499,2479.0,532.0,16.9,0.621,Medium (Mitigation),1539.459,511.0,4.851,1288.0,1191.0,0.0,0.78,87.18,1.17,1.55,2.45,2,0,1,3.0,19.0,0.0,1.0,0.0,1,87.5,0.61,247.2,0.536,0.6,0.536,0.98,0.881,0.573,1539.459,8.047619047619047,3.012471,1.863,0.536
521055,Narsipura,Padra,22.229941,72.973697,3447.0,729.0,0.52,0.622,Medium (Mitigation),2144.034,267.0,12.91,1747.0,1700.0,0.0,10.49,82.77,0.0,1.12,88.24,2,0,1,14.0,35.0,0.0,0.0,0.0,1,97.5,2.452,245.6,0.427,0.84,0.427,0.98,0.95,0.616,2144.034,0.24761904761904763,8.03002,8.708,0.427
521056,Dhobikuwa,Padra,22.22517,73.002439,3392.0,710.0,0.18,0.6,Medium (Mitigation),2035.2,197.0,17.218,1739.0,1653.0,0.0,0.0,90.86,0.0,0.0,72.07,2,0,1,9.0,27.0,0.0,1.0,1.0,1,100.0,3.864,245.6,0.33,0.85,0.33,0.98,0.95,0.626,2035.1999999999998,0.0857142857142857,10.3308,5.3999999999999995,0.33
521063,Latipura,Padra,22.222343,73.058454,2702.0,592.0,20.91,0.55,Medium (Mitigation),1486.1,350.0,7.72,1427.0,1275.0,0.0,0.27,84.49,12.83,0.53,78.48,2,0,1,3.0,18.0,0.0,1.0,0.0,0,92.5,1.698,246.4,0.456,0.68,0.456,0.98,0.928,0.606,1486.1000000000001,9.957142857142857,4.246,1.6500000000000001,0.0
521062,Ghayaj,Padra,22.219221,73.082331,2667.0,594.0,25.12,0.571,Medium (Mitigation),1522.857,738.0,3.614,1399.0,1268.0,1.35,1.48,86.68,2.69,2.96,83.85,3,0,1,2.0,19.0,0.0,1.0,1.0,1,92.5,0.541,245.6,0.519,0.56,0.519,0.98,0.915,0.592,1522.857,8.103225806451613,2.0635939999999997,1.142,0.519
521054,Somjipura,Padra,22.215018,72.968122,2480.0,518.0,1.25,0.598,Medium (Mitigation),1483.04,252.0,9.841,1292.0,1188.0,0.0,0.4,87.7,0.0,3.17,89.14,2,0,1,14.0,35.0,0.0,1.0,0.0,1,100.0,3.852,243.2,0.315,0.75,0.315,0.98,0.95,0.627,1483.04,0.5952380952380952,5.884917999999999,8.372,0.315
519844,Sindhrot,Vadodara Rural,22.328932,73.071113,7027.0,1480.0,2.8,0.542,Medium (Mitigation),3808.634000000001,1099.0,6.394,3604.0,3423.0,13.19,0.0,59.6,0.0,6.73,65.65,3,1,2,12.0,12.0,0.0,1.0,1.0,1,90.0,0.615,248.0,0.528,0.62,0.528,0.98,0.887,0.552,3808.6340000000005,0.9032258064516128,3.4655480000000005,6.5040000000000004,0.528
519842,Ankodiya,Vadodara Rural,22.334255,73.122831,4608.0,937.0,26.41,0.624,Medium (Mitigation),2875.392,521.0,8.845,2406.0,2202.0,0.0,0.18,57.27,17.51,2.28,30.58,2,1,2,6.0,12.0,0.0,1.0,0.0,1,102.5,1.283,246.4,0.491,0.72,0.491,0.98,0.95,0.638,2875.392,12.576190476190476,5.51928,3.7439999999999998,0.491
519825,Rayaka,Vadodara Rural,22.439928,73.10356,1981.0,361.0,6.71,0.523,Medium (Mitigation),1036.063,595.0,3.329,1026.0,955.0,5.03,10.05,71.69,7.37,0.0,35.05,3,0,2,20.0,20.0,0.0,1.0,1.0,1,95.0,1.97,247.2,0.417,0.54,0.417,0.98,0.923,0.586,1036.063,2.164516129032258,1.7410670000000001,10.46,0.417
519826,Sankarda,Vadodara Rural,22.433457,73.127512,7460.0,1472.0,5.12,0.532,Medium (Mitigation),3968.72,734.0,10.163,3908.0,3552.0,6.12,2.99,84.76,0.0,4.9,72.23,2,1,2,14.0,14.0,0.0,1.0,0.0,0,92.5,0.706,247.2,0.535,0.74,0.535,0.98,0.916,0.585,3968.7200000000003,2.438095238095238,5.406716,7.448,0.0
519828,Sokhda,Vadodara Rural,22.424976,73.16211,12610.0,2454.0,10.06,0.591,Medium (Mitigation),7452.509999999999,1180.0,10.686,6546.0,6064.0,0.0,0.23,78.83,15.47,0.7,39.64,2,1,1,8.0,12.0,0.0,1.0,0.0,1,95.0,1.726,246.4,0.468,0.77,0.468,0.98,0.913,0.585,7452.509999999999,4.79047619047619,6.3154259999999995,4.728,0.468
519829,Padmala,Vadodara Rural,22.415159,73.132252,5446.0,1059.0,10.72,0.557,Medium (Mitigation),3033.4220000000005,695.0,7.836,2851.0,2595.0,0.0,5.9,77.7,0.0,5.9,83.33,3,1,2,18.0,18.0,0.0,1.0,0.0,1,95.0,1.325,246.4,0.484,0.69,0.484,0.98,0.934,0.605,3033.4220000000005,3.458064516129032,4.364652,10.026000000000002,0.484
519832,Ajod,Vadodara Rural,22.40144,73.158016,2661.0,526.0,16.27,0.395,Low (Monitoring),1051.095,406.0,6.554,1388.0,1273.0,0.0,0.0,75.41,0.0,4.37,45.29,2,1,2,20.0,20.0,0.0,1.0,0.0,1,100.0,1.963,120.0,0.379,0.65,0.379,0.029,0.391,0.286,1051.095,7.747619047619047,2.58883,7.9,0.379
519831,Anagadh,Vadodara Rural,22.373755,73.080302,14780.0,2815.0,3.83,0.578,Medium (Mitigation),8542.84,1137.0,12.999,7650.0,7130.0,12.5,2.02,56.69,0.0,0.0,89.29,2,1,2,6.0,20.0,0.0,1.0,0.0,0,92.5,0.098,248.0,0.588,0.81,0.588,0.98,0.922,0.578,8542.84,1.8238095238095238,7.513421999999999,3.468,0.0
519836,Dhanora,Vadodara Rural,22.379574,73.097867,4006.0,864.0,7.16,0.599,Medium (Mitigation),2399.594,374.0,10.711,2099.0,1907.0,0.0,7.64,79.62,0.0,6.37,14.0,2,1,2,5.0,18.0,0.0,1.0,0.0,1,90.0,1.065,247.2,0.519,0.77,0.519,0.98,0.902,0.586,2399.594,3.4095238095238094,6.415889,2.995,0.519
519837,Kotna,Vadodara Rural,22.359605,73.058884,2902.0,594.0,0.48,0.579,Medium (Mitigation),1680.2579999999998,414.0,7.01,1462.0,1440.0,0.0,15.5,60.53,0.0,4.84,60.8,2,1,2,8.0,25.0,0.0,1.0,0.0,1,92.5,1.13,248.0,0.494,0.66,0.494,0.98,0.92,0.596,1680.2579999999998,0.22857142857142856,4.058789999999999,4.632,0.494
519848,Khanpur,Vadodara Rural,22.318836,73.118396,1466.0,304.0,13.17,0.49,Medium (Mitigation),718.34,193.0,7.596,799.0,667.0,0.0,0.47,64.79,18.78,8.45,43.48,3,0,2,12.0,12.0,0.0,1.0,0.0,1,25.0,0.822,120.0,0.752,0.68,0.752,0.049,0.388,0.286,718.34,4.248387096774193,3.72204,5.88,0.752
519843,Sherkhi,Vadodara Rural,22.33714,73.093718,9464.0,1841.0,4.21,0.453,Medium (Mitigation),4287.192,1235.0,7.663,4874.0,4590.0,10.85,0.0,68.91,0.0,0.0,91.66,3,1,2,13.0,13.0,0.0,1.0,0.0,0,105.0,1.714,245.6,0.452,0.66,0.452,0.98,0.95,0.631,4287.192,1.3580645161290321,3.4713390000000004,5.889,0.0
519859,Chapad,Vadodara Rural,22.229309,73.156898,2419.0,530.0,26.0,0.634,Medium (Mitigation),1533.646,496.0,4.877,1256.0,1163.0,0.0,0.0,87.1,0.0,9.07,45.14,2,0,2,7.0,12.0,0.0,1.0,0.0,1,95.0,0.748,246.4,0.511,0.6,0.511,0.98,0.935,0.605,1533.646,12.38095238095238,3.092018,4.438,0.511
519846,Ampad,Vadodara Rural,22.303464,73.085825,1610.0,296.0,2.8,0.428,Medium (Mitigation),689.08,459.0,3.508,827.0,783.0,0.0,0.0,90.07,0.0,3.16,57.64,2,1,2,7.0,10.0,0.0,1.0,0.0,0,90.0,1.537,246.4,0.454,0.56,0.454,0.98,0.913,0.597,689.08,1.3333333333333333,1.5014239999999999,2.996,0.0
519847,Mahapura,Vadodara Rural,22.302753,73.103757,1601.0,268.0,4.62,0.655,High (Relocation Priority),1048.655,130.0,12.315,806.0,795.0,0.0,0.0,90.77,0.0,0.0,84.75,2,0,2,8.0,8.0,0.0,0.0,0.0,1,102.5,0.686,245.6,0.548,0.82,0.548,0.98,0.95,0.637,1048.655,2.2,8.066325,5.24,0.548
519845,Hinglot,Vadodara Rural,22.293659,73.078092,1057.0,206.0,1.7,0.579,Medium (Mitigation),612.0029999999999,273.0,3.872,526.0,531.0,0.0,0.0,86.81,0.0,2.2,50.63,2,0,2,5.0,12.0,0.0,1.0,0.0,1,97.5,1.694,247.2,0.44,0.57,0.44,0.98,0.95,0.616,612.0029999999999,0.8095238095238094,2.241888,2.8949999999999996,0.44
519851,Raypura,Vadodara Rural,22.279864,73.09255,5619.0,1085.0,0.61,0.544,Medium (Mitigation),3056.7360000000003,449.0,12.514,2879.0,2740.0,0.0,10.96,65.79,6.14,1.1,26.67,2,1,2,8.0,8.0,0.0,1.0,0.0,0,95.0,1.848,244.8,0.468,0.83,0.468,0.98,0.932,0.605,3056.7360000000003,0.29047619047619044,6.807616,4.352,0.0
519852,Gokalpura,Vadodara Rural,22.266038,73.114605,1032.0,208.0,25.0,0.621,Medium (Mitigation),640.872,165.0,6.255,536.0,496.0,0.0,9.43,89.94,0.0,0.63,79.02,3,0,2,8.0,15.0,0.0,1.0,0.0,1,102.5,0.002,244.8,0.568,0.64,0.568,0.98,0.95,0.628,640.872,8.064516129032258,3.884355,4.968,0.568
519853,Samiyala,Vadodara Rural,22.25584,73.124736,6364.0,1315.0,10.39,0.584,Medium (Mitigation),3716.576,499.0,12.754,3249.0,3115.0,0.0,3.7,77.78,0.0,2.61,57.98,3,1,2,8.0,12.0,0.0,1.0,0.0,1,102.5,0.106,246.4,0.59,0.83,0.59,0.98,0.95,0.628,3716.5759999999996,3.3516129032258064,7.448335999999999,4.672,0.59
519830,Fajalpur Sankarda,Vadodara Rural,22.426235,73.087611,4740.0,950.0,3.76,0.581,Medium (Mitigation),2753.94,614.0,7.72,2492.0,2248.0,0.0,27.69,64.98,0.0,0.0,27.57,3,0,1,15.0,15.0,0.0,1.0,1.0,1,92.5,1.8,246.4,0.449,0.68,0.449,0.98,0.915,0.594,2753.9399999999996,1.2129032258064516,4.48532,8.715,0.449
251214,Padra,Padra,22.244951,73.080335,46660.0,9579.0,28.63,0.476,Medium (Mitigation),22210.16,0.0,,0.0,0.0,,,,,,,0,0,0,0.0,,0.0,0.0,0.0,0,25.0,0.16,120.0,0.773,0.51,0.773,0.02,0.388,0.286,22210.16,286.29999999999995,0.952,0.0,0.0
520926,Kunvarwada,Dabhoi,22.252725,73.337496,1014.0,215.0,34.32,0.581,Medium (Mitigation),589.134,612.0,1.657,533.0,481.0,0.0,1.47,83.69,0.0,14.85,100.0,2,0,2,20.0,20.0,0.0,0.0,1.0,1,90.0,1.686,244.8,0.434,0.5,0.434,0.98,0.897,0.585,589.134,16.34285714285714,0.9627169999999999,11.62,0.434
520927,Vanadra,Dabhoi,22.238186,73.364509,2531.0,547.0,40.1,0.537,Medium (Mitigation),1359.1470000000002,1368.0,1.85,1296.0,1235.0,5.12,0.8,87.06,0.0,0.0,62.97,3,0,0,15.0,15.0,0.0,1.0,0.0,1,97.5,2.392,243.2,0.379,0.5,0.379,0.98,0.932,0.59,1359.1470000000002,12.935483870967742,0.99345,8.055,0.379
520925,Saguwada,Dabhoi,22.240843,73.32019,840.0,162.0,38.57,0.594,Medium (Mitigation),498.96,446.0,1.883,417.0,423.0,0.0,15.7,83.18,0.0,0.0,100.0,1,1,0,16.0,16.0,0.0,1.0,0.0,1,90.0,1.437,244.8,0.453,0.51,0.453,0.98,0.899,0.586,498.96,35.06363636363636,1.1185019999999999,9.504,0.453
520924,Malharpura,Dabhoi,22.238425,73.302594,370.0,85.0,13.51,0.63,Medium (Mitigation),233.1,178.0,2.079,195.0,175.0,0.0,0.0,79.66,0.0,6.21,26.24,1,0,0,12.0,12.0,0.0,1.0,0.0,1,90.0,0.188,243.2,0.539,0.51,0.539,0.98,0.897,0.586,233.1,12.281818181818181,1.30977,7.5600000000000005,0.539
520939,Dholar,Dabhoi,22.222189,73.395816,2049.0,491.0,42.46,0.525,Medium (Mitigation),1075.725,847.0,2.419,1069.0,980.0,3.03,5.48,81.45,2.33,7.7,85.96,3,1,0,10.0,46.0,0.0,1.0,1.0,1,97.5,1.076,242.4,0.474,0.52,0.474,0.98,0.94,0.603,1075.7250000000001,13.696774193548388,1.269975,5.25,0.474
520928,Mavli,Dabhoi,22.221537,73.342496,962.0,212.0,57.59,0.528,Medium (Mitigation),507.936,629.0,1.529,495.0,467.0,0.0,8.74,83.31,0.0,7.95,91.6,2,0,2,15.0,20.0,0.0,1.0,0.0,0,97.5,0.744,241.6,0.494,0.5,0.494,0.98,0.945,0.614,507.93600000000004,27.423809523809524,0.807312,7.92,0.0
520923,Rasulpura,Dabhoi,22.22173,73.317514,376.0,90.0,60.9,0.528,Medium (Mitigation),198.528,277.0,1.357,190.0,186.0,6.12,0.0,84.53,0.0,5.04,48.94,2,0,0,15.0,17.0,0.0,1.0,0.0,0,92.5,0.497,243.2,0.509,0.48,0.509,0.98,0.911,0.585,198.52800000000002,28.999999999999996,0.716496,7.92,0.0
519818,Indrad,Savli,22.439792,73.273307,1912.0,422.0,36.77,0.6,Medium (Mitigation),1147.2,1046.0,1.828,1004.0,908.0,0.0,3.92,83.44,0.0,5.93,80.28,2,0,2,15.0,20.0,0.0,1.0,1.0,1,92.5,0.947,246.4,0.482,0.5,0.482,0.98,0.916,0.595,1147.2,17.50952380952381,1.0968,9.0,0.482
519817,Pilol,Savli,22.422196,73.230199,3242.0,646.0,16.19,0.631,Medium (Mitigation),2045.702,603.0,5.376,1654.0,1588.0,0.0,6.8,66.17,0.0,11.28,38.6,2,0,2,20.0,10.0,0.0,1.0,1.0,1,90.0,0.339,246.4,0.545,0.61,0.545,0.98,0.896,0.583,2045.702,7.70952380952381,3.392256,12.620000000000001,0.545
519833,Asoj,Vadodara Rural,22.421,73.199415,3801.0,827.0,18.71,0.459,Medium (Mitigation),1744.659,1094.0,3.474,1992.0,1809.0,0.0,1.95,92.09,0.0,5.21,62.63,2,1,2,14.0,14.0,0.0,0.0,0.0,0,87.5,0.704,247.2,0.522,0.55,0.522,0.98,0.891,0.584,1744.659,8.90952380952381,1.5945660000000001,6.426,0.0
519834,Virod,Vadodara Rural,22.394473,73.226574,2461.0,506.0,47.3,0.566,Medium (Mitigation),1392.926,1092.0,2.254,1289.0,1172.0,0.0,10.01,71.73,0.0,4.73,10.34,2,1,2,9.0,9.0,0.0,1.0,0.0,1,85.0,1.235,246.4,0.491,0.52,0.491,0.98,0.86,0.561,1392.926,22.523809523809522,1.275764,5.093999999999999,0.491
519839,Sukhlipur,Vadodara Rural,22.374111,73.255936,942.0,185.0,37.26,0.671,High (Relocation Priority),632.082,321.0,2.935,477.0,465.0,7.31,0.0,74.09,0.0,5.65,13.45,1,0,2,12.0,12.0,0.0,1.0,0.0,1,90.0,0.114,247.2,0.548,0.52,0.548,0.98,0.902,0.575,632.082,33.87272727272727,1.9693850000000002,8.052,0.548
519838,Dena,Vadodara Rural,22.365988,73.221735,2565.0,480.0,25.22,0.65,Medium (Mitigation),1667.25,444.0,5.777,1350.0,1215.0,0.0,8.56,82.43,0.0,5.41,43.72,2,0,2,8.0,8.0,0.0,1.0,0.0,1,90.0,0.198,247.2,0.557,0.62,0.557,0.98,0.902,0.586,1667.25,12.009523809523808,3.75505,5.2,0.557
519841,Kotali,Vadodara Rural,22.35516,73.235373,1269.0,266.0,42.71,0.588,Medium (Mitigation),746.1719999999999,312.0,4.067,672.0,597.0,8.07,0.0,71.93,0.0,4.56,4.88,3,0,2,10.0,10.0,0.0,1.0,1.0,1,92.5,1.044,246.4,0.484,0.56,0.484,0.98,0.909,0.575,746.1719999999999,13.77741935483871,2.391396,5.88,0.484
519840,Amaliyara,Vadodara Rural,22.362429,73.256445,1618.0,344.0,57.42,0.553,Medium (Mitigation),894.7540000000001,483.0,3.35,857.0,761.0,13.5,0.0,64.16,0.0,2.88,34.48,3,1,2,12.0,12.0,0.0,1.0,0.0,1,97.5,1.12,245.6,0.472,0.52,0.472,0.98,0.942,0.586,894.7540000000001,18.52258064516129,1.8525500000000001,6.636000000000001,0.472
519849,Ankhol,Vadodara Rural,22.304008,73.270046,1129.0,233.0,56.69,0.637,Medium (Mitigation),719.173,371.0,3.043,599.0,530.0,1.08,8.36,84.91,0.0,5.66,19.05,2,0,2,5.0,5.0,0.0,1.0,0.0,1,90.0,0.99,244.8,0.488,0.54,0.488,0.98,0.895,0.583,719.173,26.995238095238093,1.9383910000000002,3.185,0.488
519850,Khatamba,Vadodara Rural,22.286521,73.27036,920.0,190.0,50.43,0.636,Medium (Mitigation),585.12,363.0,2.534,427.0,493.0,0.0,1.38,72.73,0.0,12.4,13.26,2,0,2,10.0,10.0,0.0,1.0,0.0,1,95.0,0.424,244.8,0.522,0.53,0.522,0.98,0.933,0.606,585.12,24.014285714285712,1.611624,6.36,0.522
519854,Shankarpura,Vadodara Rural,22.275823,73.272863,751.0,167.0,36.09,0.567,Medium (Mitigation),425.817,393.0,1.911,376.0,375.0,0.0,0.0,93.64,0.0,2.8,16.3,3,0,2,12.0,12.0,0.0,1.0,0.0,1,87.5,0.14,246.4,0.555,0.51,0.555,0.98,0.885,0.576,425.81699999999995,11.641935483870968,1.083537,6.803999999999999,0.555
519864,Tatarpura,Vadodara Rural,22.265645,73.294879,1046.0,233.0,45.89,0.514,Medium (Mitigation),537.644,477.0,2.193,530.0,516.0,0.0,0.46,76.43,0.0,4.58,23.95,2,0,2,9.0,9.0,0.0,1.0,0.0,0,87.5,0.948,242.4,0.498,0.52,0.498,0.98,0.879,0.576,537.644,21.85238095238095,1.127202,4.626,0.0
519855,Jobantekri,Vadodara Rural,22.267751,73.281069,430.0,92.0,81.86,0.604,Medium (Mitigation),259.72,93.0,4.624,210.0,220.0,0.0,1.83,62.39,29.36,5.5,29.41,2,0,1,9.0,9.0,0.0,1.0,0.0,0,85.0,0.253,244.8,0.569,0.59,0.569,0.98,0.884,0.586,259.71999999999997,38.98095238095238,2.792896,5.436,0.0
519856,Ratanpur,Vadodara Rural,22.268483,73.256635,1508.0,344.0,41.45,0.606,Medium (Mitigation),913.848,295.0,5.112,784.0,724.0,0.0,0.0,73.02,10.79,5.04,27.09,3,0,2,8.0,8.0,0.0,1.0,0.0,1,87.5,0.82,247.2,0.521,0.6,0.521,0.98,0.884,0.575,913.848,13.370967741935484,3.097872,4.848,0.521
519868,Kelanpur,Vadodara Rural,22.242363,73.281591,2929.0,614.0,50.46,0.46,Medium (Mitigation),1347.34,847.0,3.458,1479.0,1450.0,0.26,0.51,76.73,0.0,15.73,13.33,3,1,2,11.0,11.0,0.0,1.0,0.0,0,90.0,0.308,244.8,0.538,0.55,0.538,0.98,0.92,0.607,1347.3400000000001,16.27741935483871,1.59068,5.0600000000000005,0.0
519857,Vadadla,Vadodara Rural,22.248199,73.250718,2303.0,503.0,17.89,0.566,Medium (Mitigation),1303.4979999999998,395.0,5.83,1194.0,1109.0,0.0,1.01,71.65,0.0,6.08,10.6,2,1,2,5.0,5.0,0.0,1.0,0.0,1,87.5,2.052,245.6,0.437,0.62,0.437,0.98,0.878,0.573,1303.4979999999998,8.519047619047619,3.2997799999999997,2.8299999999999996,0.437
519865,Sultanpura,Vadodara Rural,22.245836,73.303381,298.0,75.0,34.56,0.597,Medium (Mitigation),177.906,226.0,1.319,160.0,138.0,0.44,0.0,88.89,7.11,1.78,20.0,2,0,1,11.0,11.0,0.0,1.0,0.0,1,90.0,0.296,244.8,0.53,0.49,0.53,0.98,0.887,0.574,177.906,16.45714285714286,0.7874429999999999,6.567,0.53
519863,Navapura,Vadodara Rural,22.242051,73.265192,387.0,73.0,0.0,0.583,Medium (Mitigation),225.621,102.0,3.794,202.0,185.0,1.0,1.0,75.0,0.0,2.0,53.33,2,0,1,10.0,10.0,0.0,1.0,0.0,1,90.0,0.796,247.2,0.506,0.56,0.506,0.98,0.902,0.585,225.62099999999998,0.0,2.211902,5.83,0.506
519862,Alhadpura,Vadodara Rural,22.230247,73.265911,991.0,217.0,34.01,0.611,Medium (Mitigation),605.501,507.0,1.955,521.0,470.0,0.0,4.54,78.11,0.0,6.71,30.3,2,0,0,7.0,7.0,0.0,1.0,0.0,1,92.5,0.139,244.8,0.539,0.51,0.539,0.98,0.92,0.598,605.501,16.195238095238093,1.194505,4.277,0.539
519867,Hetampura,Vadodara Rural,22.227236,73.2839,1504.0,317.0,1.2,0.659,High (Relocation Priority),991.136,249.0,6.04,785.0,719.0,0.82,1.23,93.44,0.0,1.23,21.93,1,0,2,14.0,14.0,0.0,1.0,0.0,1,90.0,0.84,245.6,0.513,0.63,0.513,0.98,0.894,0.582,991.1360000000001,1.0909090909090908,3.98036,9.226,0.513
519866,Diwalipura,Vadodara Rural,22.228,73.295272,661.0,136.0,21.63,0.542,Medium (Mitigation),358.262,308.0,2.146,343.0,318.0,0.3,0.61,70.73,18.9,0.0,68.97,3,0,2,13.0,15.0,0.0,1.0,0.0,1,90.0,0.759,244.0,0.5,0.51,0.5,0.98,0.896,0.585,358.262,6.977419354838709,1.163132,7.046,0.5
519860,Maretha,Vadodara Rural,22.223075,73.183108,1918.0,403.0,18.2,0.669,High (Relocation Priority),1283.142,241.0,7.959,1021.0,897.0,0.0,4.58,86.67,0.0,5.42,48.08,2,0,2,10.0,10.0,0.0,1.0,1.0,1,97.5,0.479,244.8,0.542,0.69,0.542,0.98,0.95,0.617,1283.142,8.666666666666666,5.324571,6.69,0.542
251209,Vadodara,Vadodara Rural,22.306225,73.182732,1752371.0,393887.0,28.63,0.474,Medium (Mitigation),830623.8539999999,0.0,,0.0,0.0,,,,,,,0,0,0,0.0,,0.0,0.0,0.0,0,25.0,0.277,120.0,0.765,0.51,0.765,0.02,0.388,0.286,830623.8539999999,286.29999999999995,0.948,0.0,0.0
519938,Panch Devla,Vaghodia,22.43723,73.378274,867.0,179.0,21.8,0.547,Medium (Mitigation),474.249,260.0,3.335,464.0,403.0,0.0,32.43,50.19,0.0,16.99,38.46,3,0,1,10.0,28.0,0.0,1.0,1.0,1,95.0,1.658,245.6,0.439,0.55,0.439,0.98,0.927,0.602,474.249,7.032258064516129,1.8242450000000001,5.470000000000001,0.439
519939,Abhrampura,Vaghodia,22.430948,73.384792,627.0,147.0,19.62,0.566,Medium (Mitigation),354.88199999999995,451.0,1.39,318.0,309.0,0.0,0.0,89.38,0.0,3.76,22.28,2,0,1,20.0,30.0,0.0,1.0,1.0,1,95.0,1.641,244.8,0.431,0.49,0.431,0.98,0.942,0.614,354.88199999999995,9.342857142857143,0.7867399999999999,11.319999999999999,0.431
519936,Kamrol,Vaghodia,22.426497,73.295766,2097.0,441.0,46.78,0.528,Medium (Mitigation),1107.216,1011.0,2.074,1068.0,1029.0,0.0,0.0,33.59,58.8,2.09,72.77,3,1,1,22.0,25.0,0.0,1.0,1.0,1,95.0,0.825,246.4,0.492,0.51,0.492,0.98,0.923,0.594,1107.2160000000001,15.09032258064516,1.095072,11.616,0.492
519942,Kodarvaya,Vaghodia,22.415313,73.384313,398.0,88.0,71.11,0.612,Medium (Mitigation),243.576,252.0,1.579,206.0,192.0,0.0,7.11,85.77,0.0,2.37,100.0,2,0,1,18.0,27.0,0.0,0.0,0.0,1,97.5,2.881,244.8,0.346,0.5,0.346,0.98,0.95,0.614,243.576,33.86190476190476,0.966348,11.016,0.346
519935,Amreshwar,Vaghodia,22.413419,73.264611,480.0,106.0,45.0,0.607,Medium (Mitigation),291.36,247.0,1.943,249.0,231.0,0.0,0.0,79.76,0.0,2.83,50.76,2,0,1,17.0,17.0,0.0,1.0,0.0,1,97.5,1.513,245.6,0.443,0.51,0.443,0.98,0.95,0.616,291.36,21.428571428571427,1.179401,10.318999999999999,0.443
519950,Kotambi,Vaghodia,22.396152,73.312378,3740.0,755.0,47.57,0.575,Medium (Mitigation),2150.5,1950.0,1.918,1900.0,1840.0,5.18,2.54,84.26,0.1,3.94,100.0,3,0,1,14.0,14.0,0.0,0.0,1.0,1,90.0,0.35,243.2,0.527,0.5,0.527,0.98,0.891,0.576,2150.5,15.345161290322581,1.1028499999999999,8.049999999999999,0.527
519937,Lilora,Vaghodia,22.428497,73.363664,1698.0,371.0,28.03,0.508,Medium (Mitigation),862.5840000000001,549.0,3.093,864.0,834.0,0.0,0.0,82.66,0.0,7.66,57.4,3,1,1,14.0,25.0,0.0,1.0,1.0,1,102.5,1.867,244.0,0.422,0.54,0.422,0.98,0.95,0.637,862.5840000000001,9.041935483870969,1.571244,7.112,0.422
519943,Vyankatpura,Vaghodia,22.404352,73.368516,592.0,134.0,63.68,0.622,Medium (Mitigation),368.224,496.0,1.194,298.0,294.0,0.0,0.2,65.66,0.0,0.0,95.38,2,0,1,15.0,25.0,0.0,0.0,0.0,1,100.0,1.44,244.0,0.445,0.49,0.445,0.98,0.95,0.626,368.224,30.323809523809523,0.742668,9.33,0.445
519945,Rahkui,Vaghodia,22.408263,73.335659,773.0,169.0,80.6,0.564,Medium (Mitigation),435.972,305.0,2.534,385.0,388.0,0.0,2.96,79.28,0.0,6.25,62.24,2,0,1,16.0,20.0,0.0,0.0,0.0,0,100.0,1.146,244.0,0.471,0.53,0.471,0.98,0.95,0.626,435.972,38.38095238095238,1.4291759999999998,9.024,0.0
519946,Ganeshpura,Vaghodia,22.402363,73.274967,981.0,204.0,40.06,0.599,Medium (Mitigation),587.619,589.0,1.666,502.0,479.0,0.0,0.0,81.66,0.0,5.09,51.98,2,0,1,16.0,16.0,0.0,1.0,0.0,1,97.5,1.281,245.6,0.458,0.5,0.458,0.98,0.94,0.605,587.619,19.076190476190476,0.9979339999999999,9.584,0.458
519944,Amrutpura,Vaghodia,22.398513,73.352163,409.0,88.0,90.46,0.714,High (Relocation Priority),292.026,262.0,1.561,210.0,199.0,0.0,1.9,59.7,0.0,3.42,100.0,1,0,1,15.0,27.0,0.0,1.0,0.0,1,92.5,0.365,244.0,0.522,0.5,0.522,0.98,0.912,0.594,292.026,82.23636363636362,1.1145539999999998,10.709999999999999,0.522
