village_code,village_name,subdistrict,latitude,longitude,total_population,total_households,sc_st_population_share_pct,composite_risk_score_FROM_MODEL5,priority_category_FROM_MODEL5,urgency_score,geo_area_ha,population_density_per_ha,male_population,female_population,pct_forest,pct_barren_uncultivable,pct_net_sown,pct_fallow,pct_pastures,irrigation_coverage_pct,road_connectivity_score,healthcare_access_score,drainage_quality_score,nearest_town_dist_km,district_hq_dist_km,tapwater_treated,tubewell_borehole,river_canal_present,surface_water_exposure,elevation_m_EXTERNAL_TOFILL,distance_to_river_km_EXTERNAL_TOFILL,rainfall_24hr_max_mm_EXTERNAL_TOFILL,flood_hazard_score_TARGET,runoff_coefficient_EXTERNAL_TOFILL,flood_hazard_score_FROM_MODEL1,erosion_risk_score_FROM_MODEL2,cloudburst_exceedance_probability_FROM_MODEL3,landslide_susceptibility_score_FROM_MODEL4,relocation_urgency_index,vulnerability_ratio,hazard_x_density,distance_x_risk,water_risk
521179,Haldarva,Karjan,21.896641,73.077939,2141.0,402.0,41.29,0.472,Medium (Mitigation),1010.552,631.0,3.393,1085.0,1056.0,0.0,3.14,92.14,1.57,1.73,76.79,3,0,1,2.0,56.0,0.0,1.0,0.0,0,100.0,1.871,247.2,0.425,0.55,0.425,0.98,0.95,0.626,1010.5519999999999,13.319354838709677,1.6014959999999998,0.944,0.0
521195,Karan,Karjan,21.89618,73.168278,703.0,151.0,39.4,0.584,Medium (Mitigation),410.552,457.0,1.538,374.0,329.0,0.0,0.0,71.12,22.87,5.62,100.0,2,0,1,11.0,62.0,0.0,1.0,0.0,1,95.0,2.119,247.2,0.4,0.5,0.4,0.98,0.939,0.607,410.55199999999996,18.76190476190476,0.898192,6.4239999999999995,0.4
521180,Mantroj,Karjan,21.889077,73.10036,857.0,190.0,63.83,0.597,Medium (Mitigation),511.629,455.0,1.884,439.0,418.0,0.0,6.0,69.6,18.0,4.4,86.21,1,0,1,4.0,55.0,0.0,1.0,0.0,0,105.0,0.223,246.4,0.534,0.51,0.534,0.98,0.95,0.646,511.62899999999996,58.027272727272724,1.1247479999999999,2.388,0.0
521196,Pachhiyapura,Karjan,21.894566,73.156396,1144.0,254.0,29.11,0.448,Medium (Mitigation),512.5120000000001,676.0,1.692,603.0,541.0,0.0,2.65,81.15,0.88,4.86,88.93,2,1,1,8.0,54.0,0.0,1.0,0.0,0,97.5,1.024,247.2,0.477,0.5,0.477,0.98,0.95,0.616,512.5120000000001,13.86190476190476,0.758016,3.584,0.0
521197,Delvada,Karjan,21.877363,73.14759,504.0,131.0,27.98,0.599,Medium (Mitigation),301.896,284.0,1.775,246.0,258.0,0.0,16.56,47.13,19.75,4.46,60.81,2,0,1,5.0,56.0,0.0,1.0,1.0,1,97.5,0.584,248.8,0.508,0.5,0.508,0.98,0.95,0.617,301.896,13.323809523809523,1.0632249999999999,2.995,0.508
521199,Arjanpura,Karjan,21.867865,73.164557,368.0,75.0,15.49,0.494,Medium (Mitigation),181.792,121.0,3.041,182.0,186.0,0.0,3.23,70.97,4.84,19.35,68.18,2,0,0,11.0,61.0,0.0,1.0,0.0,0,97.5,1.078,248.0,0.479,0.54,0.479,0.98,0.95,0.616,181.792,7.376190476190476,1.502254,5.434,0.0
521198,Somaj,Karjan,21.868243,73.149303,230.0,53.0,37.83,0.597,Medium (Mitigation),137.31,160.0,1.438,132.0,98.0,0.0,16.77,50.93,0.0,11.18,74.07,2,0,1,8.0,56.0,0.0,1.0,1.0,1,95.0,1.083,247.2,0.471,0.49,0.471,0.98,0.942,0.609,137.31,18.014285714285712,0.858486,4.776,0.471
521192,Samri,Karjan,21.935162,73.197469,1436.0,267.0,12.4,0.552,Medium (Mitigation),792.672,265.0,5.419,727.0,709.0,0.0,0.0,83.15,5.86,5.49,88.11,2,1,1,16.0,38.0,0.0,1.0,1.0,1,97.5,2.709,248.0,0.376,0.61,0.376,0.98,0.95,0.619,792.672,5.904761904761905,2.991288,8.832,0.376
521173,Methi,Karjan,21.973103,73.221783,1076.0,252.0,40.33,0.467,Medium (Mitigation),502.492,575.0,1.871,565.0,511.0,0.0,1.57,86.09,0.0,4.87,100.0,2,1,0,14.0,35.0,0.0,1.0,0.0,0,97.5,0.844,250.4,0.492,0.51,0.492,0.98,0.95,0.617,502.492,19.204761904761902,0.873757,6.538,0.0
521174,Chhanchhva,Karjan,21.973599,73.197097,727.0,153.0,60.52,0.64,Medium (Mitigation),465.28,560.0,1.298,367.0,360.0,0.0,0.0,89.75,0.0,5.22,100.0,2,0,1,9.0,45.0,0.0,1.0,1.0,1,97.5,0.113,248.8,0.54,0.49,0.54,0.98,0.95,0.617,465.28000000000003,28.81904761904762,0.83072,5.76,0.54
521175,Kala,Karjan,21.949247,73.1791,1323.0,253.0,15.42,0.611,Medium (Mitigation),808.353,378.0,3.5,669.0,654.0,0.0,0.0,80.25,13.33,4.69,100.0,2,0,1,20.0,42.0,0.0,1.0,0.0,1,92.5,0.367,248.0,0.531,0.55,0.531,0.98,0.946,0.619,808.353,7.3428571428571425,2.1385,12.219999999999999,0.531
521187,Simli,Karjan,21.952537,73.220691,1682.0,363.0,55.95,0.626,Medium (Mitigation),1052.932,735.0,2.288,868.0,814.0,0.0,1.09,86.12,0.0,4.9,82.15,2,0,1,18.0,38.0,0.0,1.0,0.0,1,97.5,1.488,247.2,0.447,0.52,0.447,0.98,0.95,0.617,1052.932,26.642857142857142,1.4322879999999998,11.268,0.447
521186,Kanthariya,Karjan,21.947104,73.19995,574.0,137.0,45.12,0.59,Medium (Mitigation),338.66,404.0,1.421,304.0,270.0,0.0,1.73,86.14,0.0,4.95,100.0,2,0,1,20.0,45.0,0.0,1.0,1.0,1,100.0,2.212,247.2,0.392,0.49,0.392,0.98,0.95,0.628,338.65999999999997,21.485714285714284,0.83839,11.799999999999999,0.392
521188,Kothiya,Karjan,21.943,73.238991,1072.0,249.0,27.61,0.604,Medium (Mitigation),647.4879999999999,461.0,2.325,568.0,504.0,0.0,15.63,63.53,15.23,3.61,88.33,2,0,0,22.0,50.0,0.0,1.0,1.0,1,102.5,0.843,248.8,0.493,0.52,0.493,0.98,0.95,0.64,647.4879999999999,13.147619047619047,1.4043,13.288,0.493
521190,Deroli,Karjan,21.935378,73.221769,581.0,139.0,28.4,0.547,Medium (Mitigation),317.807,393.0,1.478,308.0,273.0,0.0,13.3,67.46,13.3,4.04,70.42,2,1,0,20.0,48.0,0.0,1.0,1.0,1,107.5,1.034,249.6,0.476,0.49,0.476,0.98,0.95,0.657,317.807,13.523809523809522,0.808466,10.940000000000001,0.476
521193,Samra,Karjan,21.918272,73.193568,936.0,191.0,24.89,0.553,Medium (Mitigation),517.6080000000001,625.0,1.498,481.0,455.0,0.0,4.63,80.56,7.1,4.63,91.95,2,0,0,19.0,40.0,0.0,0.0,1.0,1,97.5,3.06,247.2,0.333,0.49,0.333,0.98,0.95,0.616,517.6080000000001,11.852380952380953,0.8283940000000001,10.507000000000001,0.333
521191,Fatepur,Karjan,21.918199,73.21762,668.0,146.0,55.39,0.628,Medium (Mitigation),419.504,476.0,1.403,342.0,326.0,0.0,25.0,68.96,1.67,3.12,90.63,2,0,0,20.0,55.0,0.0,1.0,1.0,1,97.5,0.678,249.6,0.501,0.49,0.501,0.98,0.95,0.637,419.504,26.376190476190477,0.881084,12.56,0.501
521194,Sherpura,Karjan,21.905708,73.187584,238.0,50.0,66.39,0.489,Medium (Mitigation),116.382,163.0,1.46,119.0,119.0,0.0,5.2,76.3,11.56,5.78,53.03,2,0,0,15.0,65.0,0.0,1.0,0.0,0,92.5,3.651,249.6,0.292,0.49,0.292,0.98,0.924,0.596,116.38199999999999,31.614285714285714,0.71394,7.335,0.0
521203,Kahona,Karjan,21.90302,73.210746,582.0,140.0,64.95,0.669,High (Relocation Priority),389.358,414.0,1.406,314.0,268.0,0.0,12.77,76.87,0.0,5.54,87.77,1,0,0,23.0,42.0,0.0,1.0,1.0,1,92.5,1.258,250.4,0.46,0.49,0.46,0.98,0.924,0.595,389.358,59.04545454545455,0.940614,15.387,0.46
521140,Kambola,Karjan,22.040465,73.053253,1244.0,311.0,53.54,0.501,Medium (Mitigation),623.244,960.0,1.296,620.0,624.0,0.0,4.18,80.6,8.96,5.07,75.31,2,0,1,8.0,43.0,0.0,1.0,0.0,0,92.5,1.748,245.6,0.424,0.49,0.424,0.98,0.92,0.597,623.244,25.495238095238093,0.649296,4.008,0.0
521202,Ropa,Karjan,21.890067,73.20414,729.0,156.0,60.22,0.645,Medium (Mitigation),470.205,188.0,3.878,377.0,352.0,0.0,10.11,81.91,0.0,5.32,64.94,2,0,0,20.0,55.0,0.0,1.0,0.0,1,100.0,1.983,248.8,0.421,0.57,0.421,0.98,0.95,0.626,470.20500000000004,28.676190476190474,2.50131,12.9,0.421
521204,Hirjipura,Karjan,21.896063,73.215054,212.0,55.0,58.49,0.626,Medium (Mitigation),132.712,152.0,1.395,105.0,107.0,0.0,13.91,74.17,0.0,5.3,79.46,1,1,0,23.0,42.0,0.0,1.0,1.0,1,95.0,0.813,249.6,0.491,0.49,0.491,0.98,0.943,0.607,132.712,53.17272727272727,0.87327,14.398,0.491
521201,Rarod,Karjan,21.873413,73.196423,1335.0,313.0,53.26,0.435,Medium (Mitigation),580.725,687.0,1.943,686.0,649.0,0.0,2.66,81.91,7.29,6.31,85.62,2,1,0,8.0,65.0,0.0,1.0,0.0,0,87.5,3.436,248.0,0.325,0.51,0.325,0.98,0.877,0.57,580.725,25.36190476190476,0.845205,3.48,0.0
521200,Oz,Karjan,21.87564,73.180678,1616.0,341.0,46.35,0.49,Medium (Mitigation),791.84,919.0,1.758,824.0,792.0,0.0,13.61,73.19,7.54,3.77,71.39,2,0,1,12.0,62.0,0.0,1.0,0.0,0,95.0,2.402,248.0,0.381,0.5,0.381,0.98,0.938,0.606,791.84,22.07142857142857,0.86142,5.88,0.0
521205,Bakapur,Karjan,21.890455,73.218039,114.0,24.0,79.82,0.69,High (Relocation Priority),78.66,186.0,0.613,54.0,60.0,0.0,12.9,75.27,0.0,4.84,67.86,1,0,1,23.0,42.0,0.0,1.0,1.0,1,100.0,0.622,240.8,0.498,0.47,0.498,0.98,0.95,0.627,78.66,72.56363636363635,0.42296999999999996,15.87,0.498
521208,Malod,Karjan,21.875783,73.219811,587.0,115.0,13.63,0.639,Medium (Mitigation),375.093,172.0,3.413,314.0,273.0,0.0,1.64,80.87,12.02,4.37,32.43,1,0,0,20.0,55.0,0.0,1.0,0.0,1,100.0,1.277,248.0,0.467,0.55,0.467,0.98,0.95,0.626,375.093,12.39090909090909,2.180907,12.780000000000001,0.467
521207,Sayar,Karjan,21.857272,73.234331,2364.0,491.0,16.07,0.595,Medium (Mitigation),1406.58,808.0,2.926,1192.0,1172.0,0.0,27.85,66.71,0.0,3.22,92.76,2,0,1,15.0,67.0,0.0,1.0,1.0,1,100.0,1.034,248.0,0.482,0.54,0.482,0.98,0.95,0.631,1406.58,7.652380952380952,1.74097,8.924999999999999,0.482
521209,Sagdol,Karjan,21.861315,73.214469,1022.0,231.0,55.77,0.501,Medium (Mitigation),512.022,500.0,2.044,521.0,501.0,0.0,15.6,82.2,0.0,1.6,80.78,2,0,1,15.0,70.0,0.0,1.0,0.0,0,95.0,2.723,248.0,0.36,0.51,0.36,0.98,0.938,0.606,512.022,26.557142857142857,1.024044,7.515,0.0
521210,Pura,Karjan,21.84658,73.185721,1149.0,239.0,48.74,0.616,Medium (Mitigation),707.784,552.0,2.082,608.0,541.0,0.0,0.35,69.76,6.99,3.32,100.0,2,0,0,16.0,76.0,0.0,1.0,1.0,1,102.5,1.525,247.2,0.443,0.51,0.443,0.98,0.95,0.65,707.784,23.20952380952381,1.2825119999999999,9.856,0.443
521213,Nani Koral,Karjan,21.836794,73.222085,723.0,157.0,47.72,0.661,High (Relocation Priority),477.903,524.0,1.38,377.0,346.0,0.0,16.41,77.29,0.0,4.77,100.0,1,0,1,16.0,52.0,0.0,1.0,1.0,1,105.0,0.797,245.6,0.49,0.49,0.49,0.98,0.95,0.647,477.903,43.381818181818176,0.91218,10.576,0.49
521211,Moti Koral,Karjan,21.835705,73.206877,2809.0,602.0,7.19,0.557,Medium (Mitigation),1564.613,674.0,4.168,1437.0,1372.0,0.0,12.02,78.49,0.0,3.12,100.0,2,1,0,15.0,78.0,0.0,1.0,1.0,1,100.0,0.955,245.6,0.493,0.58,0.493,0.98,0.95,0.629,1564.613,3.4238095238095236,2.3215760000000003,8.355,0.493
521235,Mota Karala,Sinor,21.985864,73.394809,1932.0,460.0,72.15,0.474,Medium (Mitigation),915.768,908.0,2.128,998.0,934.0,0.0,0.55,85.56,0.0,2.98,77.32,2,1,2,15.0,52.0,0.0,1.0,0.0,0,102.5,3.118,246.4,0.331,0.51,0.331,0.98,0.95,0.638,915.7679999999999,34.35714285714286,1.008672,7.109999999999999,0.0
521236,Simli,Sinor,21.984892,73.361907,1695.0,377.0,61.06,0.441,Medium (Mitigation),747.495,844.0,2.008,902.0,793.0,0.0,0.59,86.02,0.0,4.98,95.04,3,1,2,18.0,52.0,0.0,1.0,0.0,0,97.5,1.356,247.2,0.455,0.51,0.455,0.98,0.95,0.628,747.495,19.696774193548386,0.885528,7.938,0.0
521229,Utraj,Sinor,21.982802,73.275034,1851.0,431.0,33.55,0.526,Medium (Mitigation),973.626,676.0,2.738,996.0,855.0,0.0,0.89,93.35,0.0,2.66,87.03,3,1,2,10.0,42.0,0.0,1.0,0.0,1,102.5,0.901,249.6,0.491,0.53,0.491,0.98,0.95,0.638,973.6260000000001,10.822580645161288,1.440188,5.26,0.491
521238,Tersa,Sinor,21.979599,73.329423,761.0,166.0,53.35,0.524,Medium (Mitigation),398.764,316.0,2.408,393.0,368.0,0.0,0.32,82.59,0.0,6.01,96.17,2,0,1,25.0,45.0,0.0,1.0,0.0,0,107.5,1.68,247.2,0.434,0.52,0.434,0.98,0.95,0.659,398.764,25.404761904761905,1.261792,13.100000000000001,0.0
521239,Manjrol,Sinor,21.958358,73.313963,1903.0,415.0,29.16,0.611,Medium (Mitigation),1162.733,920.0,2.068,1004.0,899.0,0.0,1.96,85.0,0.0,4.24,94.25,2,0,0,28.0,45.0,0.0,1.0,0.0,1,97.5,0.228,248.8,0.535,0.51,0.535,0.98,0.95,0.617,1162.733,13.885714285714284,1.2635480000000001,17.108,0.535
521237,Kukas,Sinor,21.968984,73.339508,1885.0,423.0,31.25,0.469,Medium (Mitigation),884.0649999999999,780.0,2.417,945.0,940.0,0.0,1.03,90.0,0.0,3.33,97.44,2,1,2,25.0,42.0,0.0,1.0,0.0,0,100.0,0.487,248.0,0.518,0.52,0.518,0.98,0.95,0.617,884.0649999999999,14.88095238095238,1.133573,11.725,0.0
521228,Bavaliya,Sinor,21.972337,73.245191,851.0,184.0,55.46,0.599,Medium (Mitigation),509.749,630.0,1.351,429.0,422.0,0.0,3.99,81.87,6.45,4.45,75.05,2,0,0,10.0,45.0,0.0,1.0,0.0,1,92.5,2.05,248.8,0.404,0.49,0.404,0.98,0.922,0.596,509.74899999999997,26.409523809523808,0.809249,5.99,0.404
521244,Mota Fofaliya,Sinor,21.962219,73.372037,2235.0,549.0,50.78,0.419,Medium (Mitigation),936.465,943.0,2.37,1191.0,1044.0,0.0,1.38,83.58,0.0,5.51,97.47,3,1,2,20.0,55.0,0.0,1.0,0.0,0,105.0,2.326,244.0,0.387,0.52,0.387,0.98,0.95,0.648,936.4649999999999,16.38064516129032,0.99303,8.379999999999999,0.0
521241,Diver,Sinor,21.948215,73.272071,1252.0,298.0,48.8,0.464,Medium (Mitigation),580.928,981.0,1.276,642.0,610.0,0.0,10.7,77.17,0.0,5.1,100.0,2,1,1,25.0,45.0,0.0,1.0,0.0,0,107.5,1.346,250.4,0.454,0.49,0.454,0.98,0.95,0.657,580.928,23.238095238095237,0.592064,11.600000000000001,0.0
521240,Mindhol,Sinor,21.952392,73.295069,1517.0,317.0,21.29,0.45,Medium (Mitigation),682.65,913.0,1.662,808.0,709.0,0.0,1.64,88.39,0.0,5.7,93.43,3,0,2,24.0,43.0,0.0,1.0,0.0,0,105.0,0.238,249.6,0.533,0.5,0.533,0.98,0.95,0.605,682.65,6.8677419354838705,0.7479,10.8,0.0
521249,Kanjetha,Sinor,21.945834,73.354149,786.0,193.0,47.07,0.402,Medium (Mitigation),315.97200000000004,901.0,0.872,411.0,375.0,0.0,11.54,79.69,0.0,4.55,91.09,3,1,0,23.0,65.0,0.0,1.0,0.0,0,97.5,1.74,246.4,0.423,0.48,0.423,0.98,0.95,0.616,315.97200000000004,15.183870967741935,0.350544,9.246,0.0
521253,Zanzad,Sinor,21.934401,73.397659,1418.0,362.0,43.58,0.453,Medium (Mitigation),642.354,843.0,1.682,751.0,667.0,0.0,16.37,74.5,0.0,5.22,65.39,2,1,1,23.0,60.0,0.0,1.0,0.0,0,105.0,1.923,246.4,0.413,0.5,0.413,0.98,0.95,0.648,642.354,20.75238095238095,0.761946,10.419,0.0
521248,Ambali,Sinor,21.941445,73.383561,765.0,191.0,59.22,0.52,Medium (Mitigation),397.8,482.0,1.587,380.0,385.0,0.0,7.9,83.37,0.0,4.57,77.56,2,0,2,25.0,60.0,0.0,0.0,0.0,0,110.0,1.725,245.6,0.427,0.5,0.427,0.98,0.95,0.669,397.8,28.2,0.82524,13.0,0.0
521243,Damapura,Sinor,21.938019,73.340071,692.0,159.0,42.34,0.447,Medium (Mitigation),309.324,454.0,1.524,362.0,330.0,0.0,9.89,78.24,0.0,5.05,81.74,3,0,0,24.0,60.0,0.0,1.0,0.0,0,102.5,2.048,248.0,0.405,0.5,0.405,0.98,0.95,0.638,309.324,13.658064516129032,0.6812280000000001,10.728,0.0
521242,Surasamal,Sinor,21.935182,73.299184,1982.0,407.0,32.19,0.446,Medium (Mitigation),883.972,1109.0,1.787,994.0,988.0,0.0,7.76,83.48,0.0,4.87,100.0,3,0,2,25.0,48.0,0.0,1.0,0.0,0,95.0,1.372,250.4,0.454,0.5,0.454,0.98,0.94,0.605,883.972,10.383870967741935,0.797002,11.15,0.0
521250,Sinor,Sinor,21.913786,73.32889,8041.0,1806.0,24.35,0.535,Medium (Mitigation),4301.935,1620.0,4.964,4135.0,3906.0,0.0,0.0,70.37,0.0,5.93,82.72,3,1,1,27.0,65.0,0.0,1.0,1.0,1,102.5,1.535,250.4,0.457,0.6,0.457,0.98,0.95,0.639,4301.935,7.85483870967742,2.65574,14.445,0.457
521251,Mandva,Sinor,21.916101,73.302506,1756.0,351.0,23.29,0.457,Medium (Mitigation),802.4920000000001,467.0,3.76,894.0,862.0,0.0,11.78,77.3,0.0,5.57,90.03,3,0,0,28.0,65.0,0.0,1.0,0.0,0,112.5,2.035,248.0,0.415,0.56,0.415,0.98,0.95,0.678,802.4920000000001,7.512903225806451,1.71832,12.796000000000001,0.0
521252,Malsar,Sinor,21.900312,73.310124,2284.0,564.0,46.23,0.583,Medium (Mitigation),1331.572,808.0,2.827,1159.0,1125.0,0.0,15.35,73.39,0.0,5.45,83.98,2,1,1,32.0,63.0,0.0,1.0,1.0,1,117.5,1.418,246.4,0.453,0.53,0.453,0.98,0.95,0.691,1331.572,22.014285714285712,1.6481409999999999,18.656,0.453
521139,Bodaka,Karjan,22.051885,73.042031,1292.0,291.0,31.81,0.602,Medium (Mitigation),777.784,618.0,2.091,664.0,628.0,0.0,1.39,85.14,8.67,4.02,63.64,2,0,0,12.0,47.0,0.0,1.0,1.0,1,97.5,0.945,245.6,0.483,0.51,0.483,0.98,0.95,0.617,777.784,15.147619047619047,1.258782,7.224,0.483
521148,Juni Jitharadi,Karjan,22.036119,73.142535,1417.0,328.0,45.31,0.54,Medium (Mitigation),765.1800000000001,405.0,3.499,731.0,686.0,0.0,1.23,83.46,0.0,4.69,100.0,3,1,1,3.0,7.0,0.0,1.0,1.0,1,105.0,1.564,248.0,0.447,0.55,0.447,0.98,0.95,0.65,765.1800000000001,14.616129032258065,1.8894600000000001,1.62,0.447
521149,Miyagam,Karjan,22.024358,73.081515,5416.0,1106.0,9.47,0.489,Medium (Mitigation),2648.424,2175.0,2.49,2788.0,2628.0,0.0,3.22,91.45,0.0,1.01,62.85,3,1,1,3.0,45.0,0.0,1.0,0.0,1,95.0,1.155,247.2,0.471,0.52,0.471,0.98,0.937,0.606,2648.424,3.0548387096774197,1.21761,1.467,0.471
521147,Navi Jithardi,Karjan,22.033466,73.159902,502.0,105.0,44.22,0.46,Medium (Mitigation),230.92,277.0,1.812,255.0,247.0,0.0,1.44,80.51,0.0,5.42,100.0,3,0,1,4.0,40.0,0.0,1.0,0.0,0,107.5,1.702,247.2,0.429,0.5,0.429,0.98,0.95,0.661,230.92000000000002,14.264516129032257,0.83352,1.84,0.0
521138,Sanpa,Karjan,22.034048,73.012524,2120.0,449.0,40.05,0.487,Medium (Mitigation),1032.44,1092.0,1.941,1082.0,1038.0,0.0,1.01,90.2,0.0,3.85,80.0,2,0,1,14.0,50.0,0.0,1.0,0.0,0,90.0,2.008,246.4,0.413,0.51,0.413,0.98,0.901,0.586,1032.44,19.07142857142857,0.945267,6.818,0.0
521154,Bharthana,Karjan,22.010464,73.135645,1761.0,364.0,39.52,0.47,Medium (Mitigation),827.67,944.0,1.865,904.0,857.0,0.0,0.8,83.62,10.25,4.62,94.83,2,1,0,5.0,40.0,0.0,1.0,0.0,0,100.0,0.611,247.2,0.507,0.51,0.507,0.98,0.95,0.627,827.67,18.81904761904762,0.8765499999999999,2.3499999999999996,0.0
521037,Karnali,Dabhoi,21.984619,73.497232,2084.0,470.0,47.36,0.56,Medium (Mitigation),1167.0400000000002,1122.0,1.857,1068.0,1016.0,0.0,15.24,70.5,0.0,11.32,100.0,2,1,0,22.0,56.0,0.0,1.0,1.0,1,90.0,1.338,245.6,0.46,0.51,0.46,0.98,0.894,0.583,1167.0400000000002,22.55238095238095,1.0399200000000002,12.32,0.46
521035,Bhimpura,Dabhoi,21.987198,73.436545,232.0,63.0,84.05,0.66,High (Relocation Priority),153.12,274.0,0.847,125.0,107.0,0.0,33.21,66.06,0.0,0.0,100.0,2,0,0,22.0,56.0,0.0,1.0,1.0,1,95.0,0.197,247.2,0.532,0.48,0.532,0.98,0.948,0.616,153.12,40.02380952380952,0.55902,14.520000000000001,0.532
521036,Nanderiya,Dabhoi,21.977089,73.428682,554.0,132.0,32.49,0.591,Medium (Mitigation),327.414,521.0,1.063,297.0,257.0,2.11,11.52,78.31,0.0,8.06,100.0,2,0,0,22.0,57.0,0.0,1.0,1.0,1,102.5,0.922,247.2,0.481,0.48,0.481,0.98,0.95,0.634,327.414,15.471428571428572,0.6282329999999999,13.001999999999999,0.481
521245,Bithali,Sinor,21.968351,73.408341,1045.0,256.0,53.3,0.454,Medium (Mitigation),474.43,593.0,1.762,528.0,517.0,0.0,0.67,85.33,0.0,5.23,80.24,2,1,2,20.0,52.0,0.0,1.0,0.0,0,100.0,2.555,244.8,0.369,0.5,0.369,0.98,0.95,0.629,474.43,25.38095238095238,0.799948,9.08,0.0
521246,Dariapura,Sinor,21.961805,73.426855,315.0,80.0,62.54,0.526,Medium (Mitigation),165.69,240.0,1.312,177.0,138.0,0.0,15.77,69.71,0.0,7.05,51.79,2,0,0,15.0,56.0,0.0,1.0,0.0,0,107.5,1.315,246.4,0.455,0.49,0.455,0.98,0.95,0.658,165.69,29.780952380952378,0.6901120000000001,7.890000000000001,0.0
521247,Moletha,Sinor,21.942678,73.417418,1402.0,324.0,57.7,0.598,Medium (Mitigation),838.396,1253.0,1.119,728.0,674.0,0.0,27.53,65.36,0.0,3.59,59.83,2,0,2,20.0,58.0,0.0,1.0,1.0,1,105.0,2.515,248.0,0.37,0.48,0.37,0.98,0.95,0.645,838.396,27.476190476190478,0.6691619999999999,11.959999999999999,0.37
521254,Barkal,Sinor,21.926138,73.414838,1896.0,466.0,54.27,0.69,High (Relocation Priority),1308.24,577.0,3.286,986.0,910.0,0.0,32.64,54.51,0.0,2.78,85.99,0,1,1,25.0,56.0,0.0,1.0,0.0,1,115.0,1.342,244.8,0.461,0.55,0.461,0.98,0.95,0.689,1308.24,542.7,2.26734,17.25,0.461
521150,Mangrol,Karjan,22.010746,73.042253,1485.0,316.0,45.05,0.469,Medium (Mitigation),696.4649999999999,888.0,1.672,785.0,700.0,0.0,9.57,85.47,0.0,4.17,65.88,3,0,0,9.0,47.0,0.0,1.0,0.0,0,95.0,0.767,247.2,0.495,0.5,0.495,0.98,0.939,0.607,696.4649999999999,14.532258064516128,0.784168,4.221,0.0
521153,Vadava,Karjan,22.016245,73.117332,63.0,19.0,68.25,0.626,Medium (Mitigation),39.438,282.0,0.223,33.0,30.0,0.0,1.69,82.77,9.46,4.73,72.24,2,0,0,5.0,40.0,0.0,1.0,0.0,1,97.5,0.611,247.2,0.5,0.46,0.5,0.98,0.95,0.617,39.438,32.5,0.139598,3.13,0.5
521155,Bharthali,Karjan,22.012236,73.158012,697.0,158.0,58.97,0.641,Medium (Mitigation),446.777,426.0,1.636,355.0,342.0,0.0,0.0,82.68,13.16,3.73,100.0,2,0,0,4.0,40.0,0.0,1.0,0.0,1,102.5,0.26,247.2,0.53,0.5,0.53,0.98,0.95,0.64,446.777,28.08095238095238,1.048676,2.564,0.53
521161,Sandarna,Karjan,22.009674,73.171879,621.0,138.0,52.5,0.639,Medium (Mitigation),396.819,267.0,2.326,327.0,294.0,0.0,0.35,82.69,11.31,5.3,91.88,2,0,1,8.0,35.0,0.0,1.0,0.0,1,107.5,0.632,246.4,0.507,0.52,0.507,0.98,0.95,0.661,396.819,25.0,1.4863140000000001,5.112,0.507
521053,Majatan,Padra,22.200015,72.946778,3288.0,629.0,1.61,0.621,Medium (Mitigation),2041.848,457.0,7.195,1704.0,1584.0,1.1,1.1,90.79,0.0,3.29,18.8,2,0,1,17.0,42.0,0.0,1.0,0.0,1,100.0,1.851,244.0,0.442,0.66,0.442,0.98,0.95,0.628,2041.848,0.7666666666666667,4.468095,10.557,0.442
521068,Sandha,Padra,22.195533,72.9519,2600.0,531.0,0.96,0.633,Medium (Mitigation),1645.8,337.0,7.715,1349.0,1251.0,0.0,0.59,93.18,0.0,0.0,89.17,2,0,1,16.0,45.0,0.0,0.0,0.0,1,97.5,1.412,243.2,0.475,0.68,0.475,0.98,0.95,0.617,1645.8,0.45714285714285713,4.883595,10.128,0.475
521051,Dudhwada,Padra,22.188995,72.88756,1854.0,460.0,17.96,0.537,Medium (Mitigation),995.598,614.0,3.02,1001.0,853.0,0.0,0.0,90.72,0.0,2.44,81.15,2,1,1,26.0,46.0,0.0,1.0,0.0,1,90.0,1.525,244.8,0.451,0.54,0.451,0.98,0.896,0.585,995.5980000000001,8.552380952380952,1.6217400000000002,13.962000000000002,0.451
521069,Chitral,Padra,22.181074,72.94459,1728.0,351.0,4.34,0.515,Medium (Mitigation),889.9200000000001,372.0,4.645,885.0,843.0,0.0,0.81,87.9,0.0,1.34,70.03,1,1,1,19.0,35.0,0.0,1.0,0.0,0,105.0,0.343,243.2,0.536,0.59,0.536,0.98,0.95,0.65,889.9200000000001,3.945454545454545,2.392175,9.785,0.0
521073,Gavasad,Padra,22.157491,72.945741,3613.0,780.0,9.38,0.522,Medium (Mitigation),1885.986,947.0,3.815,1886.0,1727.0,0.0,10.98,87.54,0.0,1.37,91.07,3,1,1,18.0,35.0,0.0,1.0,0.0,1,95.0,0.205,246.4,0.543,0.56,0.543,0.98,0.938,0.607,1885.986,3.0258064516129033,1.99143,9.396,0.543
