village_code,village_name,subdistrict,latitude,longitude,geo_area_ha,pct_non_agri_builtup,pct_barren_uncultivable,total_population,population_density_per_ha,road_connectivity_score,healthcare_access_score,drainage_quality_score,tapwater_treated,tubewell_borehole,nearest_town_dist_km,district_hq_dist_km,flood_hazard_score_FROM_MODEL1,landslide_susceptibility_score_FROM_MODEL4,buildable_area_ha_EXTERNAL_TOFILL,water_supply_capacity_lpd_EXTERNAL_TOFILL,protected_forest_wetland_overlap_EXTERNAL_TOFILL,land_ownership_status_EXTERNAL_TOFILL,land_acquisition_feasibility_EXTERNAL_TOFILL,employment_market_access_EXTERNAL_TOFILL,site_suitability_score_TARGET,estimated_carrying_capacity_TARGET
521031,Bhalodra,Dabhoi,22.010556,73.493043,465.0,0.0,28.39,657.0,1.413,2,0,0,0.0,1.0,25.0,60.0,0.494,0.613,162.8,55845.0,0,Government Revenue Land,High,Moderate,0.735,7326
521028,Mandva,Dabhoi,22.001965,73.434328,1161.0,25.47,0.0,2792.0,2.405,3,0,0,0.0,1.0,20.0,50.0,0.423,0.616,406.3,237320.0,0,Private / Mixed,Medium,Moderate,0.91,18283
521033,Gamdi,Dabhoi,21.999967,73.472539,339.0,0.0,0.0,138.0,0.407,2,0,1,0.0,1.0,23.0,43.0,0.49,0.584,118.6,11730.0,0,Private / Mixed,Medium,Moderate,0.699,5337
521029,Fulwadi,Dabhoi,22.007016,73.452339,429.0,3.97,24.53,593.0,1.382,3,0,0,0.0,1.0,20.0,50.0,0.397,0.627,150.1,50405.0,0,Government Revenue Land,High,Moderate,0.917,6754
521034,Chandod,Dabhoi,21.991799,73.460127,65.0,6.15,69.23,3019.0,46.446,3,1,1,0.0,1.0,20.0,50.0,0.519,0.594,22.8,256615.0,0,Government Revenue Land,High,Moderate,0.71,1026
521219,Nana Karala,Sinor,22.018617,73.417563,541.0,3.33,1.48,1173.0,2.168,1,1,2,0.0,1.0,14.0,50.0,0.288,0.648,189.4,99705.0,0,Private / Mixed,Medium,High,0.652,8523
521234,Satisana,Sinor,22.001769,73.406543,671.0,6.86,1.94,937.0,1.396,3,0,2,0.0,1.0,16.0,52.0,0.362,0.648,234.8,79645.0,0,Private / Mixed,Medium,Moderate,0.926,10566
521032,Baglipura,Dabhoi,22.003732,73.504446,91.0,0.0,4.44,422.0,4.637,2,1,0,0.0,1.0,20.0,53.0,0.443,0.604,31.8,35870.0,0,Private / Mixed,Medium,Moderate,0.597,1431
520985,Bhimpura Kukad,Dabhoi,22.139255,73.508042,665.0,5.11,15.34,1347.0,2.026,2,0,0,0.0,0.0,10.0,40.0,0.532,0.574,232.7,114495.0,0,Government Revenue Land,High,High,0.728,10471
520984,Karnet,Dabhoi,22.114336,73.484308,766.0,11.21,7.04,2044.0,2.668,1,1,0,0.0,1.0,8.0,40.0,0.52,0.574,266.4,173740.0,0,Private / Mixed,Medium,High,0.582,11987
520983,Boriyad,Dabhoi,22.120655,73.460479,325.0,21.78,9.2,1024.0,3.151,2,0,2,0.0,0.0,3.0,30.0,0.372,0.595,112.4,87040.0,0,Private / Mixed,Medium,High,0.73,5058
520988,Dharmpuri,Dabhoi,22.10525,73.445468,906.0,9.82,1.77,1732.0,1.912,3,0,2,0.0,1.0,4.0,35.0,0.492,0.599,317.1,147220.0,0,Private / Mixed,Medium,High,0.888,14269
520986,Juni Mangrol,Dabhoi,22.104319,73.475881,222.0,9.01,4.5,475.0,2.14,2,0,0,0.0,1.0,7.0,38.0,0.514,0.595,77.7,40375.0,0,Private / Mixed,Medium,High,0.634,3496
251213,Dabhoi,Dabhoi,22.132821,73.43051,0.0,,,51240.0,,0,0,0,0.0,0.0,0.0,,0.353,0.597,0.0,4355400.0,0,Private / Mixed,Medium,High,0.307,0
521017,Kayavarohan,Dabhoi,22.075851,73.250283,3361.0,0.0,2.98,8409.0,2.502,3,1,1,0.0,1.0,18.0,30.0,0.476,0.605,1156.7,714765.0,0,Private / Mixed,Medium,Moderate,0.893,52051
520995,Puniyad,Dabhoi,22.100616,73.213227,553.0,0.0,1.99,1544.0,2.792,2,1,2,0.0,1.0,13.0,22.0,0.502,0.614,188.0,131240.0,0,Private / Mixed,Medium,High,0.732,8460
520992,Kothara,Dabhoi,22.101065,73.306994,427.0,0.47,5.85,824.0,1.93,2,0,0,0.0,1.0,15.0,32.0,0.494,0.584,149.4,70040.0,0,Private / Mixed,Medium,Moderate,0.739,6723
520990,Sathod,Dabhoi,22.088947,73.380113,1806.0,0.11,2.71,3682.0,2.039,3,1,0,0.0,1.0,5.0,35.0,0.511,0.594,627.5,312970.0,0,Private / Mixed,Medium,High,0.882,28237
520997,Sultanpura,Dabhoi,22.081722,73.275647,248.0,0.0,12.1,559.0,2.254,2,0,0,0.0,1.0,18.0,21.0,0.513,0.605,86.8,47515.0,0,Private / Mixed,Medium,Moderate,0.645,3906
520996,Fofaliya,Dabhoi,22.077858,73.207523,455.0,0.88,6.61,985.0,2.165,1,0,2,0.0,1.0,13.0,22.0,0.426,0.621,159.2,83725.0,0,Private / Mixed,Medium,High,0.608,7163
521015,Pisai,Dabhoi,22.065104,73.353468,680.0,0.0,7.49,1396.0,2.053,2,0,1,0.0,1.0,12.0,44.0,0.423,0.607,238.0,118660.0,0,Private / Mixed,Medium,High,0.761,10710
521014,Shirola,Dabhoi,22.056849,73.383541,616.0,0.0,0.0,1599.0,2.596,3,0,2,0.0,1.0,9.0,42.0,0.5,0.63,215.6,135915.0,0,Private / Mixed,Medium,High,0.881,9702
521016,Karmal,Dabhoi,22.058746,73.302368,459.0,0.0,7.19,1401.0,3.052,2,1,2,0.0,1.0,14.0,40.0,0.451,0.598,160.6,119085.0,0,Private / Mixed,Medium,High,0.752,7227
521018,Lingsthali,Dabhoi,22.042229,73.252039,862.0,0.0,7.19,1935.0,2.245,1,1,1,0.0,1.0,26.0,36.0,0.486,0.639,301.7,164475.0,0,Private / Mixed,Medium,Moderate,0.584,13576
521019,Bananj,Dabhoi,22.024348,73.233382,418.0,0.0,2.63,835.0,1.998,2,0,0,0.0,1.0,14.0,34.0,0.368,0.617,146.3,70975.0,0,Private / Mixed,Medium,High,0.774,6583
521143,Dhanora,Karjan,22.081782,73.187754,322.0,3.03,0.61,741.0,2.301,2,0,1,0.0,1.0,8.0,34.0,0.426,0.609,112.7,62985.0,0,Private / Mixed,Medium,High,0.71,5071
521144,Gandhara,Karjan,22.053571,73.215055,780.0,1.28,8.97,1828.0,2.344,3,0,1,0.0,1.0,9.0,35.0,0.382,0.639,273.0,155380.0,0,Private / Mixed,Medium,High,0.92,12285
521145,Ganpatpura,Karjan,22.055872,73.196843,798.0,2.51,4.01,1466.0,1.837,3,1,1,0.0,1.0,7.0,30.0,0.447,0.64,279.3,124610.0,0,Private / Mixed,Medium,High,0.898,12568
521156,Dhavat,Karjan,22.033506,73.18218,1272.0,8.18,0.94,2340.0,1.84,3,0,1,0.0,1.0,6.0,40.0,0.439,0.629,445.2,198900.0,0,Private / Mixed,Medium,High,0.902,20034
521157,Kurali,Karjan,22.024655,73.212051,591.0,4.4,0.34,1924.0,3.255,3,1,1,0.0,1.0,10.0,40.0,0.287,0.642,206.8,163540.0,0,Private / Mixed,Medium,High,0.953,9306
521158,Vemar,Karjan,22.001203,73.236051,1045.0,7.08,2.3,2655.0,2.541,3,1,1,0.0,1.0,11.0,42.0,0.496,0.595,365.8,225675.0,0,Private / Mixed,Medium,High,0.887,16461
521160,Kasampur,Karjan,22.010784,73.197272,482.0,9.34,0.0,601.0,1.247,1,0,1,0.0,1.0,12.0,40.0,0.368,0.651,168.7,51085.0,0,Private / Mixed,Medium,High,0.624,7591
521159,Kothav,Karjan,22.000365,73.216065,505.0,0.99,6.92,998.0,1.976,2,0,1,0.0,1.0,10.0,39.0,0.424,0.66,176.8,84830.0,0,Private / Mixed,Medium,High,0.753,7956
521172,Nishaliya,Karjan,21.994476,73.203651,282.0,0.0,14.89,533.0,1.89,2,0,1,0.0,1.0,12.0,41.0,0.414,0.649,98.7,45305.0,0,Private / Mixed,Medium,High,0.689,4441
521171,Choranda,Karjan,21.988212,73.178437,1218.0,12.88,1.2,3674.0,3.016,1,1,1,0.0,1.0,10.0,35.0,0.371,0.628,426.3,312290.0,0,Private / Mixed,Medium,High,0.626,19183
521217,Sandha,Sinor,22.051567,73.333742,290.0,10.0,0.34,714.0,2.462,1,0,2,0.0,1.0,12.0,45.0,0.365,0.616,101.5,60690.0,0,Private / Mixed,Medium,High,0.565,4567
521218,Damnagar,Sinor,22.048448,73.35436,329.0,7.62,0.0,587.0,1.784,2,0,0,0.0,1.0,12.0,44.0,0.336,0.586,115.2,49895.0,0,Private / Mixed,Medium,High,0.748,5184
521216,Garadi,Sinor,22.046886,73.313492,379.0,6.32,0.79,1223.0,3.227,2,0,2,0.0,1.0,10.0,45.0,0.366,0.618,132.6,103955.0,0,Private / Mixed,Medium,High,0.756,5967
521215,Nana Habipura,Sinor,22.045817,73.288605,322.0,1.32,1.66,771.0,2.394,2,0,2,0.0,1.0,20.0,40.0,0.398,0.597,112.7,65535.0,0,Private / Mixed,Medium,Moderate,0.721,5071
521225,Achisara,Sinor,22.032329,73.319689,732.0,1.37,8.06,937.0,1.28,2,0,2,0.0,0.0,20.0,5.0,0.378,0.629,256.2,79645.0,0,Private / Mixed,Medium,Moderate,0.773,11529
521222,Puniyad,Sinor,22.034808,73.362022,683.0,10.25,2.2,1426.0,2.088,1,0,2,0.0,1.0,13.0,45.0,0.438,0.597,239.0,121210.0,0,Private / Mixed,Medium,High,0.607,10755
521221,Anandi,Sinor,22.027457,73.377876,758.0,0.26,14.78,1470.0,1.939,2,1,2,0.0,1.0,12.0,44.0,0.399,0.627,265.3,124950.0,0,Private / Mixed,Medium,High,0.766,11938
521223,Bhekhada,Sinor,22.034538,73.340775,201.0,12.5,0.0,572.0,2.846,1,1,2,0.0,1.0,16.0,51.0,0.388,0.648,70.4,48620.0,0,Private / Mixed,Medium,Moderate,0.511,3168
521214,Timbarva,Sinor,22.02638,73.271644,1551.0,7.48,0.71,2047.0,1.32,2,1,2,0.0,1.0,24.0,40.0,0.309,0.629,542.8,173995.0,0,Private / Mixed,Medium,Moderate,0.797,24425
521224,Chhanbhoi,Sinor,22.018022,73.343451,524.0,12.21,3.82,817.0,1.559,1,0,2,0.0,1.0,16.0,45.0,0.49,0.598,183.4,69445.0,0,Private / Mixed,Medium,Moderate,0.589,8253
521231,Avakhal,Sinor,22.0029,73.3245,1344.0,10.57,2.31,3162.0,2.353,3,1,2,0.0,1.0,19.0,48.0,0.525,0.598,470.4,268770.0,0,Private / Mixed,Medium,Moderate,0.877,21168
521232,Malpur,Sinor,22.006701,73.353646,461.0,6.72,1.74,1179.0,2.557,3,0,2,0.0,1.0,18.0,45.0,0.502,0.641,161.4,100215.0,0,Private / Mixed,Medium,Moderate,0.878,7263
521226,Tarva,Sinor,22.00933,73.267989,522.0,11.11,0.57,808.0,1.548,2,0,2,0.0,1.0,25.0,42.0,0.369,0.639,182.7,68680.0,0,Private / Mixed,Medium,Moderate,0.775,8221
521233,Segva,Sinor,22.006763,73.374721,453.0,0.98,0.79,1414.0,3.121,3,1,2,0.0,1.0,14.0,50.0,0.393,0.629,158.5,120190.0,0,Private / Mixed,Medium,High,0.918,7132
521230,Sadhli,Sinor,21.990856,73.297683,1133.0,5.57,0.88,6269.0,5.533,3,1,2,0.0,1.0,20.0,40.0,0.505,0.66,396.5,532865.0,0,Private / Mixed,Medium,Moderate,0.874,17842
521108,Sampla,Padra,22.092733,72.917623,871.0,7.81,3.1,1449.0,1.664,2,0,1,0.0,1.0,9.0,25.0,0.439,0.596,304.8,123165.0,0,Private / Mixed,Medium,High,0.757,13716
521107,Shanpur,Padra,22.104415,72.950166,518.0,8.49,2.12,1367.0,2.639,2,0,1,0.0,1.0,16.0,50.0,0.536,0.595,181.3,116195.0,0,Private / Mixed,Medium,Moderate,0.723,8158
521090,Kanzat,Padra,22.108455,72.889902,731.0,1.09,1.78,4659.0,6.373,3,1,1,0.0,1.0,10.0,48.0,0.532,0.593,234.2,396015.0,0,Private / Mixed,Medium,High,0.875,10539
521110,Bhanpur,Padra,22.090872,72.938779,315.0,5.41,0.64,801.0,2.543,2,0,1,0.0,1.0,14.0,41.0,0.497,0.607,110.2,68085.0,0,Private / Mixed,Medium,High,0.682,4959
521111,Vanchhara,Padra,22.075925,72.949723,859.0,5.36,3.61,1460.0,1.7,2,1,1,0.0,1.0,18.0,4.0,0.522,0.605,300.6,124100.0,0,Private / Mixed,Medium,Moderate,0.727,13527
521109,Danoli,Padra,22.069706,72.919621,482.0,10.58,2.9,1017.0,2.11,2,0,1,0.0,1.0,12.0,48.0,0.388,0.596,168.7,86445.0,0,Private / Mixed,Medium,High,0.775,7591
521118,Nedra,Padra,22.052913,72.928131,549.0,0.0,7.28,1030.0,1.876,2,0,1,0.0,1.0,18.0,50.0,0.51,0.606,192.1,87550.0,0,Private / Mixed,Medium,Moderate,0.731,8644
521227,Tinglod,Sinor,21.990449,73.25099,467.0,10.49,0.43,819.0,1.754,3,0,2,0.0,1.0,14.0,46.0,0.504,0.597,163.4,69615.0,0,Private / Mixed,Medium,High,0.884,7353
521122,Abhara,Karjan,22.088832,73.023087,650.0,2.28,4.55,1059.0,1.629,2,0,2,0.0,1.0,10.0,50.0,0.507,0.639,227.5,90015.0,0,Private / Mixed,Medium,High,0.727,10237
521142,Kandari,Karjan,22.080348,73.151713,1598.0,0.76,7.0,4295.0,2.688,3,1,1,0.0,1.0,4.0,30.0,0.481,0.64,559.3,365075.0,0,Private / Mixed,Medium,High,0.886,25168
521132,Kurai,Karjan,22.077144,73.102052,820.0,1.46,0.0,1473.0,1.796,2,1,1,0.0,1.0,3.0,32.0,0.427,0.627,287.0,125205.0,0,Private / Mixed,Medium,High,0.756,12915
521134,Handod,Karjan,22.074506,73.054631,1020.0,1.47,2.36,2095.0,2.054,2,1,0,0.0,1.0,6.0,42.0,0.43,0.597,357.0,178075.0,0,Private / Mixed,Medium,High,0.76,16065
521133,Khandha,Karjan,22.070567,73.073476,804.0,0.69,2.2,1362.0,1.694,2,0,0,0.0,1.0,4.0,38.0,0.446,0.606,281.4,115770.0,0,Private / Mixed,Medium,High,0.753,12662
521136,Chorbhuj,Karjan,22.061192,73.010019,847.0,1.94,4.96,1128.0,1.332,2,0,1,0.0,1.0,12.0,50.0,0.438,0.606,296.4,95880.0,0,Private / Mixed,Medium,High,0.756,13337
521123,Sambhoi,Karjan,22.107029,73.03894,712.0,0.67,7.63,1257.0,1.765,2,0,1,0.0,1.0,12.0,45.0,0.522,0.608,249.2,106845.0,0,Private / Mixed,Medium,High,0.726,11214
521124,Surwada,Karjan,22.107989,73.055006,487.0,1.62,3.23,1382.0,2.838,2,0,1,0.0,1.0,9.0,42.0,0.503,0.616,170.4,117470.0,0,Private / Mixed,Medium,High,0.732,7668
521121,Virjai,Karjan,22.100334,73.001793,1055.0,0.9,0.0,1738.0,1.647,2,1,2,0.0,1.0,11.0,60.0,0.471,0.593,369.2,147730.0,0,Private / Mixed,Medium,High,0.746,16614
521126,Pingalwada,Karjan,22.108714,73.097279,783.0,4.09,3.07,1508.0,1.926,3,1,1,0.0,1.0,8.0,40.0,0.504,0.598,274.0,128180.0,0,Private / Mixed,Medium,High,0.884,12330
521127,Harsunda,Karjan,22.10727,73.123008,169.0,4.14,3.55,463.0,2.74,2,0,1,0.0,1.0,7.0,40.0,0.536,0.609,59.2,39355.0,0,Private / Mixed,Medium,High,0.6,2664
521125,Manpur,Karjan,22.098113,73.075975,488.0,0.83,2.28,1022.0,2.094,2,0,0,0.0,1.0,8.0,41.0,0.522,0.606,170.8,86870.0,0,Private / Mixed,Medium,High,0.726,7686
521131,Anastu,Karjan,22.086903,73.114773,860.0,0.95,3.7,1899.0,2.208,2,1,1,0.0,1.0,4.0,36.0,0.5,0.643,301.0,161415.0,0,Private / Mixed,Medium,High,0.729,13545
521129,Manglej,Karjan,22.094203,73.173107,549.0,3.57,0.0,1297.0,2.362,3,0,1,0.0,1.0,8.0,32.0,0.554,0.588,192.1,110245.0,0,Private / Mixed,Medium,High,0.868,8644
521130,Kherda,Karjan,22.092915,73.136272,478.0,5.02,2.93,1211.0,2.533,2,0,1,0.0,1.0,6.0,40.0,0.507,0.607,167.3,102935.0,0,Private / Mixed,Medium,High,0.732,7528
521137,Umaj,Karjan,22.055899,72.964382,534.0,3.18,4.68,1167.0,2.185,2,1,1,0.0,1.0,16.0,50.0,0.466,0.596,186.9,99195.0,0,Private / Mixed,Medium,Moderate,0.748,8410
521146,Vemardi,Karjan,22.052172,73.172982,517.0,0.38,8.06,1212.0,2.344,3,0,1,0.0,0.0,6.0,32.0,0.481,0.652,181.0,103020.0,0,Private / Mixed,Medium,High,0.884,8145
521166,Mankan,Karjan,21.932658,73.069718,368.0,1.04,3.92,1792.0,4.87,2,0,1,0.0,1.0,2.0,65.0,0.477,0.626,128.8,152320.0,0,Private / Mixed,Medium,High,0.711,5796
521184,Sarupur Timbi,Karjan,21.929106,73.150558,337.0,3.26,5.34,768.0,2.279,2,0,1,0.0,1.0,19.0,55.0,0.533,0.638,118.0,65280.0,0,Private / Mixed,Medium,Moderate,0.675,5310
521183,Saniyad,Karjan,21.923933,73.173165,688.0,2.07,3.86,1228.0,1.785,1,1,0,0.0,1.0,7.0,55.0,0.442,0.605,240.8,104380.0,0,Private / Mixed,Medium,High,0.605,10836
521163,Dethan,Karjan,21.977393,73.104835,773.0,0.6,1.08,2225.0,2.878,3,1,1,0.0,1.0,10.0,42.0,0.471,0.594,270.5,189125.0,0,Private / Mixed,Medium,High,0.896,12172
521164,Valan,Karjan,21.954884,73.075371,2339.0,0.99,1.76,10182.0,4.353,3,1,1,0.0,1.0,3.0,45.0,0.515,0.594,811.0,865470.0,0,Private / Mixed,Medium,High,0.881,36495
521169,Atali,Karjan,21.963404,73.147394,714.0,9.37,1.82,1222.0,1.711,2,0,1,0.0,1.0,10.0,45.0,0.329,0.617,249.9,103870.0,0,Private / Mixed,Medium,High,0.792,11245
521170,Bachar,Karjan,21.962801,73.17002,620.0,1.03,0.44,1253.0,2.021,2,1,1,0.0,1.0,20.0,60.0,0.479,0.618,217.0,106505.0,0,Private / Mixed,Medium,Moderate,0.74,9765
521168,Kiya,Karjan,21.957047,73.121666,939.0,3.19,1.6,1410.0,1.502,2,0,0,0.0,0.0,5.0,42.0,0.402,0.607,328.6,119850.0,0,Private / Mixed,Medium,High,0.768,14787
521176,Urad,Karjan,21.941814,73.159467,451.0,1.09,9.85,1073.0,2.379,2,0,1,0.0,1.0,6.0,48.0,0.491,0.618,157.8,91205.0,0,Private / Mixed,Medium,High,0.735,7101
521177,Koliyad,Karjan,21.927209,73.131173,908.0,1.43,6.61,2612.0,2.877,2,1,1,0.0,1.0,5.0,55.0,0.452,0.617,317.8,222020.0,0,Private / Mixed,Medium,High,0.749,14301
521167,Divi,Karjan,21.933756,73.116397,429.0,1.4,11.16,844.0,1.967,2,0,1,0.0,1.0,4.0,45.0,0.368,0.607,150.1,71740.0,0,Private / Mixed,Medium,High,0.78,6754
521165,Mesrad,Karjan,21.930546,73.021135,1059.0,0.66,0.66,2174.0,2.053,2,1,1,0.0,1.0,3.0,58.0,0.496,0.64,370.6,184790.0,0,Private / Mixed,Medium,High,0.73,16677
521178,Sansrod,Karjan,21.912531,73.096947,931.0,2.61,0.43,5649.0,6.068,3,1,1,0.0,1.0,6.0,65.0,0.464,0.635,325.8,480165.0,0,Private / Mixed,Medium,High,0.892,14661
521182,Sanapura,Karjan,21.90548,73.145016,447.0,1.86,0.0,891.0,1.993,2,0,1,0.0,1.0,9.0,60.0,0.469,0.606,156.4,75735.0,0,Private / Mixed,Medium,High,0.745,7038
521181,Saring,Karjan,21.890801,73.129828,889.0,1.28,2.45,1731.0,1.947,2,0,1,0.0,1.0,14.0,58.0,0.426,0.617,311.2,147135.0,0,Private / Mixed,Medium,High,0.758,14004
521179,Haldarva,Karjan,21.896641,73.077939,631.0,1.42,3.14,2141.0,3.393,3,0,1,0.0,1.0,2.0,56.0,0.425,0.626,220.8,181985.0,0,Private / Mixed,Medium,High,0.907,9936
521195,Karan,Karjan,21.89618,73.168278,457.0,0.39,0.0,703.0,1.538,2,0,1,0.0,1.0,11.0,62.0,0.4,0.607,160.0,59755.0,0,Private / Mixed,Medium,High,0.769,7200
521180,Mantroj,Karjan,21.889077,73.10036,455.0,2.0,6.0,857.0,1.884,1,0,1,0.0,1.0,4.0,55.0,0.534,0.646,159.2,72845.0,0,Private / Mixed,Medium,High,0.566,7163
521196,Pachhiyapura,Karjan,21.894566,73.156396,676.0,1.91,2.65,1144.0,1.692,2,1,1,0.0,1.0,8.0,54.0,0.477,0.616,236.6,97240.0,0,Private / Mixed,Medium,High,0.741,10647
521197,Delvada,Karjan,21.877363,73.14759,284.0,0.96,16.56,504.0,1.775,2,0,1,0.0,1.0,5.0,56.0,0.508,0.617,99.4,42840.0,0,Government Revenue Land,High,High,0.662,4473
521199,Arjanpura,Karjan,21.867865,73.164557,121.0,1.61,3.23,368.0,3.041,2,0,0,0.0,1.0,11.0,61.0,0.479,0.616,42.3,31280.0,0,Private / Mixed,Medium,High,0.596,1903
521198,Somaj,Karjan,21.868243,73.149303,160.0,2.48,16.77,230.0,1.438,2,0,1,0.0,1.0,8.0,56.0,0.471,0.609,56.0,19550.0,0,Government Revenue Land,High,High,0.618,2520
521192,Samri,Karjan,21.935162,73.197469,265.0,5.49,0.0,1436.0,5.419,2,1,1,0.0,1.0,16.0,38.0,0.376,0.619,92.8,122060.0,0,Private / Mixed,Medium,Moderate,0.699,4176
521173,Methi,Karjan,21.973103,73.221783,575.0,7.48,1.57,1076.0,1.871,2,1,0,0.0,1.0,14.0,35.0,0.492,0.617,201.2,91460.0,0,Private / Mixed,Medium,High,0.735,9054
521174,Chhanchhva,Karjan,21.973599,73.197097,560.0,5.04,0.0,727.0,1.298,2,0,1,0.0,1.0,9.0,45.0,0.54,0.617,196.0,61795.0,0,Private / Mixed,Medium,High,0.718,8820
521175,Kala,Karjan,21.949247,73.1791,378.0,1.73,0.0,1323.0,3.5,2,0,1,0.0,1.0,20.0,42.0,0.531,0.619,132.3,112455.0,0,Private / Mixed,Medium,Moderate,0.698,5953
521187,Simli,Karjan,21.952537,73.220691,735.0,7.89,1.09,1682.0,2.288,2,0,1,0.0,1.0,18.0,38.0,0.447,0.617,257.2,142970.0,0,Private / Mixed,Medium,Moderate,0.751,11574
521186,Kanthariya,Karjan,21.947104,73.19995,404.0,7.18,1.73,574.0,1.421,2,0,1,0.0,1.0,20.0,45.0,0.392,0.628,141.4,48790.0,0,Private / Mixed,Medium,Moderate,0.757,6363
521188,Kothiya,Karjan,21.943,73.238991,461.0,2.0,15.63,1072.0,2.325,2,0,0,0.0,1.0,22.0,50.0,0.493,0.64,161.4,91120.0,0,Government Revenue Land,High,Moderate,0.731,7263
521190,Deroli,Karjan,21.935378,73.221769,393.0,1.9,13.3,581.0,1.478,2,1,0,0.0,1.0,20.0,48.0,0.476,0.657,137.5,49385.0,0,Private / Mixed,Medium,Moderate,0.718,6187
521193,Samra,Karjan,21.918272,73.193568,625.0,3.09,4.63,936.0,1.498,2,0,0,0.0,0.0,19.0,40.0,0.333,0.616,218.8,79560.0,0,Private / Mixed,Medium,Moderate,0.791,9846
521191,Fatepur,Karjan,21.918199,73.21762,476.0,1.25,25.0,668.0,1.403,2,0,0,0.0,1.0,20.0,55.0,0.501,0.637,166.6,56780.0,0,Government Revenue Land,High,Moderate,0.729,7497
521194,Sherpura,Karjan,21.905708,73.187584,163.0,1.16,5.2,238.0,1.46,2,0,0,0.0,1.0,15.0,65.0,0.292,0.596,57.0,20230.0,0,Private / Mixed,Medium,Moderate,0.684,2565
521203,Kahona,Karjan,21.90302,73.210746,414.0,4.82,12.77,582.0,1.406,1,0,0,0.0,1.0,23.0,42.0,0.46,0.595,144.9,49470.0,0,Private / Mixed,Medium,Moderate,0.593,6520
521140,Kambola,Karjan,22.040465,73.053253,960.0,1.19,4.18,1244.0,1.296,2,0,1,0.0,1.0,8.0,43.0,0.424,0.597,336.0,105740.0,0,Private / Mixed,Medium,High,0.762,15120
521202,Ropa,Karjan,21.890067,73.20414,188.0,2.66,10.11,729.0,3.878,2,0,0,0.0,1.0,20.0,55.0,0.421,0.626,65.8,61965.0,0,Private / Mixed,Medium,Moderate,0.646,2961
521204,Hirjipura,Karjan,21.896063,73.215054,152.0,6.62,13.91,212.0,1.395,1,1,0,0.0,1.0,23.0,42.0,0.491,0.607,53.2,18020.0,0,Private / Mixed,Medium,Moderate,0.458,2394
521201,Rarod,Karjan,21.873413,73.196423,687.0,1.82,2.66,1335.0,1.943,2,1,0,0.0,1.0,8.0,65.0,0.325,0.57,240.4,113475.0,0,Private / Mixed,Medium,High,0.801,10818
521200,Oz,Karjan,21.87564,73.180678,919.0,1.88,13.61,1616.0,1.758,2,0,1,0.0,1.0,12.0,62.0,0.381,0.606,321.6,137360.0,0,Private / Mixed,Medium,High,0.776,14472
521205,Bakapur,Karjan,21.890455,73.218039,186.0,6.99,12.9,114.0,0.613,1,0,1,0.0,1.0,23.0,42.0,0.498,0.627,65.1,9690.0,0,Private / Mixed,Medium,Moderate,0.468,2929
521208,Malod,Karjan,21.875783,73.219811,172.0,1.09,1.64,587.0,3.413,1,0,0,0.0,1.0,20.0,55.0,0.467,0.626,60.2,49895.0,0,Private / Mixed,Medium,Moderate,0.473,2709
521207,Sayar,Karjan,21.857272,73.234331,808.0,2.23,27.85,2364.0,2.926,2,0,1,0.0,1.0,15.0,67.0,0.482,0.631,282.8,200940.0,0,Government Revenue Land,High,Moderate,0.737,12726
521209,Sagdol,Karjan,21.861315,73.214469,500.0,0.6,15.6,1022.0,2.044,2,0,1,0.0,1.0,15.0,70.0,0.36,0.606,175.0,86870.0,0,Government Revenue Land,High,Moderate,0.783,7875
521210,Pura,Karjan,21.84658,73.185721,552.0,19.58,0.35,1149.0,2.082,2,0,0,0.0,1.0,16.0,76.0,0.443,0.65,193.2,97665.0,0,Private / Mixed,Medium,Moderate,0.747,8694
521213,Nani Koral,Karjan,21.836794,73.222085,524.0,1.53,16.41,723.0,1.38,1,0,1,0.0,1.0,16.0,52.0,0.49,0.647,183.4,61455.0,0,Government Revenue Land,High,Moderate,0.581,8253
521211,Moti Koral,Karjan,21.835705,73.206877,674.0,6.38,12.02,2809.0,4.168,2,1,0,0.0,1.0,15.0,78.0,0.493,0.629,235.9,238765.0,0,Private / Mixed,Medium,Moderate,0.733,10615
521235,Mota Karala,Sinor,21.985864,73.394809,908.0,8.49,0.55,1932.0,2.128,2,1,2,0.0,1.0,15.0,52.0,0.331,0.638,317.8,164220.0,0,Private / Mixed,Medium,Moderate,0.788,14301
521236,Simli,Sinor,21.984892,73.361907,844.0,8.41,0.59,1695.0,2.008,3,1,2,0.0,1.0,18.0,52.0,0.455,0.628,295.4,144075.0,0,Private / Mixed,Medium,Moderate,0.897,13292
521229,Utraj,Sinor,21.982802,73.275034,676.0,3.1,0.89,1851.0,2.738,3,1,2,0.0,1.0,10.0,42.0,0.491,0.638,236.6,157335.0,0,Private / Mixed,Medium,High,0.882,10647
521238,Tersa,Sinor,21.979599,73.329423,316.0,11.08,0.32,761.0,2.408,2,0,1,0.0,1.0,25.0,45.0,0.434,0.659,110.6,64685.0,0,Private / Mixed,Medium,Moderate,0.697,4977
521239,Manjrol,Sinor,21.958358,73.313963,920.0,8.8,1.96,1903.0,2.068,2,0,0,0.0,1.0,28.0,45.0,0.535,0.617,322.0,161755.0,0,Private / Mixed,Medium,Moderate,0.72,14490
