village_code,village_name,subdistrict,latitude,longitude,total_population,total_households,sc_st_population_share_pct,composite_risk_score_FROM_MODEL5,priority_category_FROM_MODEL5,urgency_score
519916,Sayajipura OG,Vadodara Rural,22.325296,73.25876,0.0,0.0,28.63,0.437,Medium (Mitigation),0.0
519917,Bapod OG,Vadodara Rural,22.299225,73.259733,0.0,0.0,28.63,0.473,Medium (Mitigation),0.0
519914,Harni OG,Vadodara Rural,22.344634,73.257466,0.0,0.0,28.63,0.46,Medium (Mitigation),0.0
520943,Bamboj,Dabhoi,22.211975,73.457983,1331.0,289.0,33.66,0.601,Medium (Mitigation),799.9309999999999
520945,Lunadra,Dabhoi,22.206681,73.479518,245.0,55.0,71.02,0.548,Medium (Mitigation),134.26000000000002
520942,Naranpura,Dabhoi,22.204176,73.42546,180.0,41.0,6.67,0.576,Medium (Mitigation),103.67999999999999
520946,Simaliya,Dabhoi,22.19153,73.482411,3180.0,669.0,61.01,0.547,Medium (Mitigation),1739.46
520947,Sunvalja,Dabhoi,22.193872,73.456124,492.0,100.0,12.8,0.475,Medium (Mitigation),233.7
520941,Karalipura,Dabhoi,22.196452,73.417099,306.0,71.0,83.01,0.674,High (Relocation Priority),206.244
520948,Dangiwada,Dabhoi,22.186472,73.434297,737.0,160.0,43.83,0.597,Medium (Mitigation),439.989
520965,Gopalpura,Dabhoi,22.169907,73.49663,517.0,107.0,74.27,0.439,Medium (Mitigation),226.963
520950,Vasaipura,Dabhoi,22.178906,73.405451,534.0,120.0,11.24,0.446,Medium (Mitigation),238.16400000000002
520949,Pragpura,Dabhoi,22.180934,73.423394,425.0,93.0,75.29,0.599,Medium (Mitigation),254.575
520964,Akotadar,Dabhoi,22.17537,73.463987,1395.0,266.0,92.9,0.58,Medium (Mitigation),809.0999999999999
520963,Pansoli,Dabhoi,22.166243,73.452333,2213.0,425.0,72.39,0.623,Medium (Mitigation),1378.699
520962,Morpura,Dabhoi,22.16282,73.420509,492.0,95.0,48.37,0.666,High (Relocation Priority),327.672
520966,Vadhvana,Dabhoi,22.150349,73.491283,1357.0,301.0,50.33,0.589,Medium (Mitigation),799.2729999999999
520967,Samsherpura,Dabhoi,22.150824,73.481159,383.0,93.0,99.48,0.728,High (Relocation Priority),278.824
520968,Kukad,Dabhoi,22.143096,73.46806,1501.0,278.0,57.63,0.606,Medium (Mitigation),909.606
520969,Timbi,Dabhoi,22.15226,73.418344,1001.0,204.0,62.74,0.604,Medium (Mitigation),604.6039999999999
520970,Tarsana,Dabhoi,22.143425,73.407585,1108.0,228.0,48.19,0.573,Medium (Mitigation),634.8839999999999
520944,Amreshwar,Dabhoi,22.227089,73.472862,788.0,212.0,46.83,0.57,Medium (Mitigation),449.15999999999997
519975,Madodhar,Vaghodia,22.324726,73.419003,4634.0,984.0,28.85,0.603,Medium (Mitigation),2794.302
519974,Sangadol,Vaghodia,22.317903,73.442354,2626.0,561.0,27.38,0.449,Medium (Mitigation),1179.074
519971,Chipat,Vaghodia,22.326852,73.514534,408.0,76.0,14.46,0.48,Medium (Mitigation),195.84
520012,Kachhota,Vaghodia,22.265121,73.51416,263.0,70.0,34.6,0.59,Medium (Mitigation),155.17
519988,Vedpur,Vaghodia,22.312013,73.529351,1603.0,343.0,18.4,0.51,Medium (Mitigation),817.53
519986,Ghodadra,Vaghodia,22.305494,73.459221,1564.0,323.0,38.94,0.622,Medium (Mitigation),972.808
519987,Asha,Vaghodia,22.308156,73.496906,336.0,87.0,47.62,0.597,Medium (Mitigation),200.59199999999998
519989,Moti Manekpur,Vaghodia,22.298435,73.531655,806.0,158.0,23.95,0.573,Medium (Mitigation),461.83799999999997
519993,Vasvel,Vaghodia,22.296555,73.472661,1880.0,436.0,50.11,0.468,Medium (Mitigation),879.84
519992,Saidal,Vaghodia,22.286926,73.50285,1792.0,358.0,60.32,0.609,Medium (Mitigation),1091.328
519985,Timbi,Vaghodia,22.299284,73.418253,685.0,148.0,13.43,0.451,Medium (Mitigation),308.935
519996,Dankheda,Vaghodia,22.286677,73.436341,794.0,161.0,50.76,0.607,Medium (Mitigation),481.95799999999997
519990,Nani Manekpur,Vaghodia,22.288167,73.543629,207.0,46.0,44.44,0.648,Medium (Mitigation),134.136
519997,Tavra,Vaghodia,22.286469,73.417679,1427.0,290.0,35.88,0.518,Medium (Mitigation),739.186
519994,Chandpur,Vaghodia,22.285523,73.475938,378.0,85.0,61.9,0.599,Medium (Mitigation),226.422
520013,Rustampura,Vaghodia,22.276456,73.536888,1460.0,288.0,60.07,0.658,High (Relocation Priority),960.6800000000001
519995,Ambali,Vaghodia,22.278101,73.446408,934.0,206.0,35.01,0.569,Medium (Mitigation),531.4459999999999
520010,Gugalpur,Vaghodia,22.267272,73.467115,448.0,105.0,50.89,0.501,Medium (Mitigation),224.448
520009,Vejalpur,Vaghodia,22.27193,73.405579,1589.0,346.0,38.77,0.676,High (Relocation Priority),1074.164
520011,Khervadi,Vaghodia,22.262781,73.483262,1207.0,253.0,70.17,0.551,Medium (Mitigation),665.057
520018,Vyara,Vaghodia,22.252538,73.422919,4994.0,1097.0,63.42,0.629,Medium (Mitigation),3141.226
520014,Ghoda,Vaghodia,22.264944,73.528892,554.0,116.0,3.97,0.593,Medium (Mitigation),328.522
520015,Nurpuri,Vaghodia,22.255319,73.516521,356.0,86.0,4.21,0.522,Medium (Mitigation),185.832
520016,Tarsva,Vaghodia,22.247893,73.482445,1537.0,276.0,57.64,0.585,Medium (Mitigation),899.145
520017,Jambuwada,Vaghodia,22.235421,73.446638,1233.0,281.0,77.45,0.658,High (Relocation Priority),811.3140000000001
520020,Antoli,Vaghodia,22.221961,73.417043,1292.0,303.0,56.73,0.627,Medium (Mitigation),810.084
520021,Karamliya Pura,Vaghodia,22.217807,73.437697,1336.0,275.0,69.39,0.606,Medium (Mitigation),809.616
519991,Koba,Vaghodia,22.284556,73.521797,0.0,0.0,28.63,0.536,Medium (Mitigation),0.0
519940,Adiran,Vaghodia,22.436866,73.411595,2423.0,518.0,12.34,0.645,Medium (Mitigation),1562.835
519955,Navgam,Vaghodia,22.407331,73.435575,1353.0,312.0,22.91,0.558,Medium (Mitigation),754.974
519941,Karmasiya Kheda,Vaghodia,22.410759,73.412333,3574.0,728.0,22.19,0.531,Medium (Mitigation),1897.794
519956,Gutal,Vaghodia,22.373695,73.447886,3767.0,770.0,21.79,0.401,Medium (Mitigation),1510.567
519964,Juna Rampura,Vaghodia,22.3582,73.410424,1280.0,269.0,56.25,0.644,Medium (Mitigation),824.32
519967,Dundelav,Vaghodia,22.347733,73.465353,599.0,117.0,40.73,0.526,Medium (Mitigation),315.074
519973,Goraj,Vaghodia,22.332591,73.47929,5093.0,1073.0,42.67,0.601,Medium (Mitigation),3060.893
519965,Nava Rampura,Vaghodia,22.344775,73.408848,608.0,123.0,13.82,0.575,Medium (Mitigation),349.59999999999997
519966,Vesaniya,Vaghodia,22.342325,73.438877,1007.0,224.0,4.77,0.5,Medium (Mitigation),503.5
519968,Valva,Vaghodia,22.342418,73.503181,700.0,151.0,20.57,0.598,Medium (Mitigation),418.59999999999997
519969,Hamirpuri,Vaghodia,22.339955,73.525062,127.0,32.0,64.57,0.618,Medium (Mitigation),78.486
519970,Dharola,Vaghodia,22.334722,73.546397,283.0,60.0,27.56,0.417,Medium (Mitigation),118.011
519972,Gambhirpura,Vaghodia,22.333731,73.521104,711.0,137.0,35.3,0.657,High (Relocation Priority),467.127
519768,Wankaner,Savli,22.552458,73.177017,8770.0,1598.0,7.17,0.54,Medium (Mitigation),4735.8
519787,Bhadarva,Savli,22.510437,73.129922,5951.0,1253.0,7.14,0.544,Medium (Mitigation),3237.344
519794,Ranipura B,Savli,22.50843,73.174065,482.0,96.0,0.0,0.533,Medium (Mitigation),256.906
519790,Khandi,Savli,22.499195,73.100319,1467.0,300.0,0.95,0.64,Medium (Mitigation),938.88
519789,Jalampura,Savli,22.502329,73.105973,837.0,163.0,0.0,0.594,Medium (Mitigation),497.178
519792,Raniya,Savli,22.495709,73.133102,3279.0,705.0,10.95,0.586,Medium (Mitigation),1921.494
519793,Mahapura,Savli,22.495327,73.160927,694.0,139.0,2.74,0.61,Medium (Mitigation),423.34
519810,Anjesar,Savli,22.480895,73.17266,2334.0,438.0,14.4,0.615,Medium (Mitigation),1435.41
519791,Poicha Raniya,Savli,22.475894,73.114821,2945.0,590.0,20.92,0.538,Medium (Mitigation),1584.41
519811,Moksi,Savli,22.468066,73.147281,5706.0,1248.0,8.53,0.576,Medium (Mitigation),3286.656
519786,Bahidhara Alias Natvarnagar,Savli,22.512292,73.159483,3711.0,712.0,4.28,0.513,Medium (Mitigation),1903.743
519788,Parthampura Khandi,Savli,22.511161,73.118198,898.0,195.0,17.15,0.593,Medium (Mitigation),532.514
519824,Dodka,Vadodara Rural,22.455062,73.112726,3724.0,716.0,5.91,0.537,Medium (Mitigation),1999.788
519827,Vasna Kotariya,Vadodara Rural,22.447266,73.154772,3974.0,796.0,5.23,0.605,Medium (Mitigation),2404.27
519747,Ankaliya,Savli,22.616419,73.377167,1067.0,240.0,21.37,0.591,Medium (Mitigation),630.597
519756,Lachhanpura,Savli,22.614795,73.22513,1201.0,252.0,14.32,0.51,Medium (Mitigation),612.51
519750,Mevli,Savli,22.614616,73.329978,3775.0,755.0,7.42,0.549,Medium (Mitigation),2072.4750000000004
519748,Dhantej,Savli,22.597216,73.356397,5470.0,1173.0,11.81,0.562,Medium (Mitigation),3074.1400000000003
519795,Namisara,Savli,22.515105,73.189227,2102.0,476.0,14.03,0.532,Medium (Mitigation),1118.2640000000001
519734,Latva,Desar,22.667525,73.366624,1635.0,348.0,3.55,0.517,Medium (Mitigation),845.2950000000001
519724,Bhila,Desar,22.666808,73.359725,325.0,80.0,0.0,0.472,Medium (Mitigation),153.4
519730,Vansiya,Desar,22.664588,73.398534,1144.0,256.0,4.11,0.504,Medium (Mitigation),576.576
519722,Vaghanu Muvadu,Desar,22.657829,73.337583,361.0,84.0,1.66,0.393,Low (Monitoring),141.87300000000002
519721,Gorsan,Desar,22.66062,73.317646,717.0,136.0,0.0,0.54,Medium (Mitigation),387.18
519720,Shihora,Desar,22.657088,73.2868,6021.0,1208.0,7.64,0.549,Medium (Mitigation),3305.5290000000005
519733,Limdi,Desar,22.654626,73.385685,960.0,188.0,14.69,0.498,Medium (Mitigation),478.08
519731,Ghanta,Desar,22.65819,73.403154,163.0,32.0,0.0,0.551,Medium (Mitigation),89.813
519738,Nhara,Savli,22.646613,73.312436,2460.0,477.0,0.24,0.554,Medium (Mitigation),1362.8400000000001
519732,Andrakhiya,Desar,22.650172,73.392421,574.0,99.0,23.52,0.613,Medium (Mitigation),351.86199999999997
519737,Gutardi,Savli,22.642703,73.334373,1726.0,345.0,10.43,0.597,Medium (Mitigation),1030.422
519736,Sandhasal,Desar,22.644957,73.351477,4248.0,900.0,12.29,0.572,Medium (Mitigation),2429.8559999999998
519735,Vav,Desar,22.641302,73.3653,1145.0,249.0,0.0,0.493,Medium (Mitigation),564.485
519740,Ajabpura,Savli,22.641095,73.26504,2222.0,459.0,0.0,0.497,Medium (Mitigation),1104.334
519741,Amarapura,Savli,22.630837,73.247017,2071.0,454.0,3.43,0.551,Medium (Mitigation),1141.121
519745,Zumkha,Savli,22.628964,73.320551,1164.0,220.0,24.57,0.619,Medium (Mitigation),720.516
519746,Dipapura,Savli,22.627892,73.344346,1022.0,216.0,22.02,0.604,Medium (Mitigation),617.288
519751,Vitoj,Savli,22.612199,73.311078,1667.0,320.0,3.0,0.6,Medium (Mitigation),1000.1999999999999
519742,Kalupura,Savli,22.620001,73.252806,91.0,22.0,38.46,0.538,Medium (Mitigation),48.958000000000006
519749,Narpura,Savli,22.612873,73.347288,624.0,134.0,19.87,0.656,High (Relocation Priority),409.344
519752,Samantpura,Savli,22.610941,73.290607,30.0,9.0,0.0,0.453,Medium (Mitigation),13.59
519757,Rupankui,Savli,22.603019,73.212801,1963.0,428.0,0.66,0.463,Medium (Mitigation),908.869
519755,Rasawadi,Savli,22.606542,73.250407,1152.0,243.0,3.73,0.429,Medium (Mitigation),494.20799999999997
519753,Gangadiyapura,Savli,22.602837,73.281439,416.0,100.0,7.21,0.501,Medium (Mitigation),208.416
519760,Dungrapura,Savli,22.599649,73.324299,358.0,95.0,0.0,0.547,Medium (Mitigation),195.82600000000002
519758,Kanoda,Savli,22.596876,73.199142,4854.0,1074.0,2.35,0.588,Medium (Mitigation),2854.152
519759,Rasulpur,Savli,22.594845,73.232122,1466.0,306.0,15.69,0.533,Medium (Mitigation),781.378
519763,Vasanpura,Savli,22.584223,73.309628,920.0,220.0,6.96,0.385,Low (Monitoring),354.2
519766,Poicha Kanoda,Savli,22.583638,73.180915,5020.0,1046.0,1.25,0.537,Medium (Mitigation),2695.7400000000002
519764,Muval,Savli,22.578348,73.26441,1873.0,425.0,46.93,0.447,Medium (Mitigation),837.231
519761,Tulsipura,Savli,22.567101,73.363504,1344.0,278.0,37.5,0.578,Medium (Mitigation),776.832
519762,Kamalpura,Savli,22.574665,73.339106,607.0,122.0,53.54,0.589,Medium (Mitigation),357.52299999999997
519767,Mevaliapura,Savli,22.571804,73.181615,1130.0,205.0,0.44,0.612,Medium (Mitigation),691.56
519765,Sardarpura,Savli,22.567424,73.196341,526.0,118.0,2.28,0.579,Medium (Mitigation),304.554
519771,Moti Bhadol,Savli,22.548218,73.316037,1557.0,346.0,16.18,0.519,Medium (Mitigation),808.083
519770,Charanpura,Savli,22.561883,73.301134,930.0,195.0,4.52,0.43,Medium (Mitigation),399.9
519769,Javla,Savli,22.552921,73.254503,781.0,176.0,26.76,0.421,Medium (Mitigation),328.801
519772,Vadiya K,Savli,22.55089,73.339853,1396.0,317.0,17.48,0.491,Medium (Mitigation),685.436
519784,Gothada,Savli,22.535905,73.224501,9347.0,1902.0,7.57,0.5,Medium (Mitigation),4673.5
519782,Sherpura,Savli,22.546389,73.290402,1461.0,315.0,14.58,0.398,Low (Monitoring),581.4780000000001
519773,Mal Ankaliya,Savli,22.546901,73.358528,1007.0,228.0,13.11,0.4,Low (Monitoring),402.8
519774,Kambola,Savli,22.539939,73.389336,985.0,227.0,35.84,0.511,Medium (Mitigation),503.33500000000004
519779,Ranipura Samlaya,Savli,22.52818,73.342841,2038.0,451.0,2.06,0.585,Medium (Mitigation),1192.23
519780,Nani Bhadol,Savli,22.522203,73.317746,1465.0,345.0,28.33,0.541,Medium (Mitigation),792.565
519783,Karachiya,Savli,22.526843,73.263858,1387.0,287.0,5.98,0.492,Medium (Mitigation),682.404
519781,Samlaya,Savli,22.523995,73.290581,2232.0,469.0,14.52,0.534,Medium (Mitigation),1191.8880000000001
519785,Ranchhodpura,Savli,22.532442,73.183961,1569.0,289.0,0.0,0.624,Medium (Mitigation),979.056
519777,Mudhela,Savli,22.50827,73.397671,734.0,159.0,21.12,0.577,Medium (Mitigation),423.518
519778,Ghantiyal,Savli,22.517542,73.377275,1385.0,311.0,13.43,0.583,Medium (Mitigation),807.4549999999999
519796,Bautha,Savli,22.511578,73.213664,1541.0,321.0,14.41,0.558,Medium (Mitigation),859.878
519798,Pasva,Savli,22.501273,73.255812,1155.0,235.0,28.4,0.591,Medium (Mitigation),682.605
519799,Mota Motipura,Savli,22.504195,73.273909,312.0,77.0,33.01,0.44,Medium (Mitigation),137.28
519802,Lotna,Savli,22.504372,73.36037,1669.0,335.0,43.14,0.625,Medium (Mitigation),1043.125
519801,Gangadiya,Savli,22.505454,73.33713,2265.0,484.0,37.88,0.528,Medium (Mitigation),1195.92
519800,Pratapnagar,Savli,22.499167,73.293923,1488.0,297.0,44.89,0.419,Medium (Mitigation),623.472
519805,Vadadala,Savli,22.486995,73.319058,966.0,190.0,7.87,0.521,Medium (Mitigation),503.286
519797,Lasundra,Savli,22.501698,73.232756,1261.0,259.0,27.84,0.559,Medium (Mitigation),704.8990000000001
519803,Sadra,Savli,22.501871,73.377151,649.0,137.0,1.23,0.575,Medium (Mitigation),373.17499999999995
519809,Tundav,Savli,22.482954,73.20198,6102.0,1116.0,14.31,0.512,Medium (Mitigation),3124.224
519804,Adalwada,Savli,22.483591,73.353783,672.0,141.0,26.64,0.431,Medium (Mitigation),289.632
519807,Subhelav,Savli,22.48513,73.244201,590.0,137.0,33.9,0.634,Medium (Mitigation),374.06
519808,Paldi,Savli,22.480526,73.22466,749.0,151.0,22.3,0.485,Medium (Mitigation),363.265
519822,Dhanora,Savli,22.46833,73.335342,1254.0,255.0,26.87,0.521,Medium (Mitigation),653.3340000000001
519806,Chandranagar,Savli,22.474179,73.25903,191.0,38.0,47.64,0.479,Medium (Mitigation),91.48899999999999
519814,Lamdapura,Savli,22.468742,73.226131,880.0,161.0,47.16,0.608,Medium (Mitigation),535.04
519813,Manjusar,Savli,22.443886,73.19595,5001.0,1024.0,16.5,0.504,Medium (Mitigation),2520.504
519816,Alindra,Savli,22.453463,73.236236,622.0,151.0,34.89,0.58,Medium (Mitigation),360.76
519819,Khokhar,Savli,22.458132,73.261182,1108.0,230.0,13.36,0.549,Medium (Mitigation),608.292
519812,Kunpad,Savli,22.456832,73.177151,2788.0,581.0,4.38,0.523,Medium (Mitigation),1458.124
519823,Haripura,Savli,22.455581,73.339935,741.0,146.0,50.47,0.613,Medium (Mitigation),454.233
519821,Garadhiya,Savli,22.452432,73.313987,1719.0,367.0,43.92,0.55,Medium (Mitigation),945.45
519815,Zumkal,Savli,22.450561,73.219561,271.0,65.0,32.1,0.587,Medium (Mitigation),159.077
519723,Raipura Chhatrapura,Desar,22.665258,73.347779,426.0,98.0,1.64,0.537,Medium (Mitigation),228.762
519739,Gulabpura Shihora,Savli,22.632917,73.293216,581.0,125.0,0.0,0.575,Medium (Mitigation),334.075
519744,Gokalpura Ganeshpura,Savli,22.617289,73.293158,588.0,170.0,0.0,0.551,Medium (Mitigation),323.988
519743,Parthampura Shihora,Savli,22.614948,73.270947,2363.0,492.0,15.91,0.56,Medium (Mitigation),1323.2800000000002
519754,Dungripura Shihora,Savli,22.603431,73.264854,490.0,125.0,0.0,0.559,Medium (Mitigation),273.91
519820,Vemar,Savli,22.469814,73.281217,1971.0,403.0,19.74,0.483,Medium (Mitigation),951.9929999999999
519928,Bodidra,Vaghodia,22.478356,73.379884,1047.0,236.0,10.98,0.578,Medium (Mitigation),605.1659999999999
519934,Paldi,Vaghodia,22.455265,73.359683,1260.0,249.0,29.05,0.554,Medium (Mitigation),698.0400000000001
519933,Asoj,Vaghodia,22.458691,73.390985,1952.0,420.0,24.59,0.406,Medium (Mitigation),792.5120000000001
253247,Savli,Savli,22.568753,73.224165,18467.0,3608.0,28.63,0.404,Medium (Mitigation),7460.668000000001
519688,Udalpur,Desar,22.802194,73.396022,859.0,167.0,22.35,0.509,Medium (Mitigation),437.231
519691,Jambu Goral,Desar,22.775084,73.333488,4203.0,870.0,6.71,0.531,Medium (Mitigation),2231.793
519692,Varsada,Desar,22.762475,73.300533,8683.0,1762.0,7.16,0.486,Medium (Mitigation),4219.938
519701,Vejpur,Desar,22.742463,73.36421,3511.0,800.0,37.85,0.526,Medium (Mitigation),1846.786
519693,Waghpura,Desar,22.760329,73.26441,208.0,37.0,0.0,0.564,Medium (Mitigation),117.31199999999998
519694,Tansiya,Desar,22.750929,73.274869,917.0,149.0,0.0,0.495,Medium (Mitigation),453.915
519699,Desar,Desar,22.724372,73.31478,6396.0,1270.0,10.3,0.541,Medium (Mitigation),3460.2360000000003
519695,Himmatpura,Desar,22.742906,73.278312,1095.0,245.0,0.0,0.464,Medium (Mitigation),508.08000000000004
519696,Dungripura I,Desar,22.739024,73.271448,1110.0,210.0,0.0,0.504,Medium (Mitigation),559.44
519700,Valavav,Desar,22.723502,73.331573,904.0,185.0,27.88,0.517,Medium (Mitigation),467.368
519697,Intvad,Desar,22.7274,73.271766,1693.0,353.0,2.78,0.507,Medium (Mitigation),858.351
519702,Jesar Gopari,Desar,22.707522,73.377173,1881.0,437.0,5.79,0.461,Medium (Mitigation),867.1410000000001
519704,Kadachhala,Desar,22.70282,73.329977,1724.0,387.0,12.47,0.544,Medium (Mitigation),937.8560000000001
519703,Vaktapura,Desar,22.698117,73.353822,1184.0,227.0,0.51,0.44,Medium (Mitigation),520.96
519705,Manekla,Desar,22.704202,73.274686,572.0,118.0,0.0,0.58,Medium (Mitigation),331.76
519706,Moti Varnoli,Desar,22.692163,73.274425,1388.0,301.0,9.87,0.517,Medium (Mitigation),717.596
519712,Pipalchhat Vanto,Desar,22.694689,73.38464,310.0,70.0,0.0,0.583,Medium (Mitigation),180.73
519707,Nani Varnoli,Desar,22.691971,73.291851,263.0,69.0,3.8,0.556,Medium (Mitigation),146.228
519711,Dolatpura,Desar,22.692905,73.367228,484.0,122.0,27.07,0.618,Medium (Mitigation),299.112
519713,Rampuri Narpuri,Desar,22.6889,73.381596,508.0,110.0,0.0,0.608,Medium (Mitigation),308.864
519708,Chhalier,Desar,22.690042,73.310529,4027.0,859.0,5.31,0.568,Medium (Mitigation),2287.336
519710,Ghemalpura,Desar,22.688546,73.3522,404.0,95.0,12.38,0.594,Medium (Mitigation),239.976
519709,Vankaneda,Desar,22.689375,73.342643,1543.0,338.0,3.05,0.482,Medium (Mitigation),743.726
519718,Rajpur,Desar,22.681284,73.285408,578.0,126.0,0.0,0.539,Medium (Mitigation),311.54200000000003
519726,Pipalchhat,Desar,22.683959,73.394569,738.0,156.0,38.48,0.665,High (Relocation Priority),490.77000000000004
519714,Vadiya Pandu,Desar,22.681779,73.372321,226.0,47.0,2.21,0.466,Medium (Mitigation),105.316
519715,Rajupura,Desar,22.678101,73.357688,988.0,216.0,31.58,0.598,Medium (Mitigation),590.824
519716,Limdanu Muvadu,Desar,22.675546,73.343148,260.0,56.0,8.46,0.546,Medium (Mitigation),141.96
519725,Pandu,Desar,22.67458,73.381692,1911.0,361.0,12.04,0.52,Medium (Mitigation),993.72
519727,Sanpiya,Desar,22.676801,73.404608,814.0,159.0,0.0,0.523,Medium (Mitigation),425.72200000000004
519719,Pratappura,Desar,22.67092,73.295452,1904.0,399.0,1.58,0.63,Medium (Mitigation),1199.52
519698,Nani Varnoli Vanto,Desar,22.711908,73.279058,390.0,75.0,2.82,0.58,Medium (Mitigation),226.2
519717,Kalyan Patelnu Muvadu,Desar,22.67911,73.317626,218.0,46.0,0.0,0.557,Medium (Mitigation),121.42600000000002
519776,Singaniya,Savli,22.515372,73.408679,302.0,70.0,11.26,0.47,Medium (Mitigation),141.94
519775,Khakhariya,Savli,22.541527,73.404569,2023.0,432.0,24.47,0.379,Low (Monitoring),766.717
519929,Rajpura,Vaghodia,22.49415,73.408481,2277.0,469.0,2.46,0.556,Medium (Mitigation),1266.0120000000002
519930,Sarnej,Vaghodia,22.479316,73.412146,2297.0,482.0,26.86,0.51,Medium (Mitigation),1171.47
519932,Hansapura,Vaghodia,22.464653,73.405246,1216.0,266.0,9.46,0.603,Medium (Mitigation),733.2479999999999
519931,Khandiwada,Vaghodia,22.45873,73.420955,1033.0,220.0,23.81,0.573,Medium (Mitigation),591.909
519729,Kaslapura,Desar,22.661765,73.412087,758.0,162.0,9.37,0.479,Medium (Mitigation),363.082
519689,Tulsigam,Desar,22.772278,73.398801,1546.0,303.0,57.96,0.602,Medium (Mitigation),930.692
519690,Vachchhesar,Desar,22.764564,73.401582,2695.0,516.0,18.63,0.545,Medium (Mitigation),1468.775
519728,Mokampura,Desar,22.670578,73.41003,795.0,170.0,10.94,0.524,Medium (Mitigation),416.58000000000004
