village_code,village_name,subdistrict,latitude,longitude,total_population,total_households,sc_st_population_share_pct,composite_risk_score_FROM_MODEL5,priority_category_FROM_MODEL5,urgency_score
521047,Dabka,Padra,22.256706,72.942834,7345.0,1545.0,3.38,0.543,Medium (Mitigation),3988.3350000000005
521046,Sultanpura,Padra,22.262225,72.953614,892.0,167.0,3.48,0.582,Medium (Mitigation),519.144
521050,Tithor,Padra,22.236859,72.879837,4916.0,1078.0,2.2,0.385,Low (Monitoring),1892.66
521048,Pavda,Padra,22.236162,72.947623,2113.0,453.0,0.0,0.57,Medium (Mitigation),1204.4099999999999
521049,Chokari,Padra,22.224893,72.932033,8884.0,1811.0,2.45,0.597,Medium (Mitigation),5303.748
521052,Karkhadi,Padra,22.211761,72.909747,4791.0,1100.0,9.41,0.491,Medium (Mitigation),2352.381
521066,Vadu,Padra,22.209616,72.986248,9626.0,1916.0,3.66,0.485,Medium (Mitigation),4668.61
521082,Chansad,Padra,22.205561,73.144045,2775.0,634.0,39.93,0.542,Medium (Mitigation),1504.0500000000002
521064,Ranu,Padra,22.211772,73.031885,6092.0,1188.0,8.54,0.498,Medium (Mitigation),3033.816
521065,Bhoj,Padra,22.193754,73.008189,7072.0,1403.0,4.19,0.559,Medium (Mitigation),3953.2480000000005
521079,Sejakuva,Padra,22.198411,73.068203,2343.0,512.0,24.93,0.597,Medium (Mitigation),1398.771
521078,Pipli,Padra,22.2017,73.053223,2046.0,406.0,11.49,0.653,High (Relocation Priority),1336.038
521081,Sareja,Padra,22.203683,73.113123,10.0,2.0,100.0,0.648,Medium (Mitigation),6.48
521080,Goriyad,Padra,22.196894,73.091538,1943.0,429.0,16.16,0.506,Medium (Mitigation),983.158
521067,Vishrampura,Padra,22.193413,72.967121,2997.0,606.0,2.64,0.584,Medium (Mitigation),1750.2479999999998
521083,Madapur,Padra,22.186936,73.111059,865.0,182.0,24.86,0.602,Medium (Mitigation),520.73
521076,Karnakuva,Padra,22.187439,72.979074,1289.0,283.0,8.69,0.519,Medium (Mitigation),668.991
521077,Vadadla,Padra,22.188515,73.028952,927.0,180.0,12.94,0.597,Medium (Mitigation),553.419
521085,Sadhi,Padra,22.161574,73.052519,3794.0,819.0,18.5,0.543,Medium (Mitigation),2060.1420000000003
521084,Amla,Padra,22.163586,73.07259,2129.0,449.0,11.65,0.52,Medium (Mitigation),1107.08
521098,Saras Vani,Padra,22.172324,73.097141,2305.0,511.0,28.37,0.506,Medium (Mitigation),1166.33
521074,Lola,Padra,22.177699,72.962268,1535.0,270.0,1.69,0.648,Medium (Mitigation),994.6800000000001
521099,Shihor,Padra,22.173503,73.125801,915.0,184.0,28.63,0.607,Medium (Mitigation),555.405
521075,Muval,Padra,22.170072,72.975278,4164.0,903.0,10.16,0.622,Medium (Mitigation),2590.008
521086,Anti,Padra,22.165322,73.0332,5055.0,837.0,5.48,0.63,Medium (Mitigation),3184.65
521087,Rajupura,Padra,22.168519,73.012009,1185.0,277.0,8.86,0.679,High (Relocation Priority),804.615
521088,Jalalpur,Padra,22.161426,72.996259,2069.0,434.0,9.57,0.537,Medium (Mitigation),1111.053
521100,Thikariya Mubarak,Padra,22.156815,73.117238,425.0,90.0,35.29,0.62,Medium (Mitigation),263.5
521096,Ambada,Padra,22.148851,73.018604,1021.0,244.0,11.85,0.497,Medium (Mitigation),507.437
521101,Virpur,Padra,22.145269,73.103502,310.0,71.0,34.19,0.561,Medium (Mitigation),173.91000000000003
521095,Kalyankui,Padra,22.14601,73.000385,627.0,141.0,11.0,0.558,Medium (Mitigation),349.86600000000004
521093,Mobha,Padra,22.132009,72.969914,4796.0,973.0,3.98,0.532,Medium (Mitigation),2551.472
521104,Bhadari,Padra,22.131602,73.046963,1111.0,217.0,19.71,0.645,Medium (Mitigation),716.595
521094,Sadra,Padra,22.129314,72.989277,2275.0,465.0,6.55,0.568,Medium (Mitigation),1292.1999999999998
521102,Medhad,Padra,22.130513,73.090522,695.0,147.0,62.16,0.6,Medium (Mitigation),417.0
521105,Gayapura,Padra,22.128234,73.022714,581.0,139.0,10.84,0.538,Medium (Mitigation),312.57800000000003
521103,Husepur,Padra,22.125176,73.075912,709.0,186.0,61.35,0.629,Medium (Mitigation),445.961
521106,Kanda,Padra,22.124838,73.006094,763.0,169.0,15.47,0.584,Medium (Mitigation),445.592
521115,Sadad,Padra,22.114914,73.061825,727.0,164.0,22.15,0.683,High (Relocation Priority),496.54100000000005
521114,Thikariya Math,Padra,22.118614,73.022857,329.0,78.0,48.02,0.656,High (Relocation Priority),215.824
519872,Khalipur,Vadodara Rural,22.204744,73.165883,1054.0,226.0,43.64,0.524,Medium (Mitigation),552.296
519882,Karali,Vadodara Rural,22.173667,73.153527,1075.0,225.0,25.58,0.699,High (Relocation Priority),751.425
519883,Itola,Vadodara Rural,22.15177,73.142673,3600.0,801.0,39.06,0.565,Medium (Mitigation),2033.9999999999998
519895,Raman Gamdi,Vadodara Rural,22.128858,73.171689,559.0,126.0,51.52,0.508,Medium (Mitigation),283.972
519896,Gosindra,Vadodara Rural,22.127304,73.126298,1021.0,219.0,43.49,0.7,High (Relocation Priority),714.6999999999999
519897,Untiya Medhad,Vadodara Rural,22.117336,73.107781,733.0,150.0,32.61,0.608,Medium (Mitigation),445.664
520921,Mahmadpura,Dabhoi,22.216605,73.282351,539.0,108.0,34.69,0.47,Medium (Mitigation),253.32999999999998
520922,Palaswada,Dabhoi,22.209198,73.299901,1447.0,325.0,61.37,0.571,Medium (Mitigation),826.237
520938,Kaddhara,Dabhoi,22.206892,73.373629,985.0,220.0,43.25,0.452,Medium (Mitigation),445.22
520920,Mosampura,Dabhoi,22.206209,73.27003,313.0,66.0,54.63,0.6,Medium (Mitigation),187.79999999999998
520930,Valipura,Dabhoi,22.207937,73.317144,437.0,88.0,54.92,0.614,Medium (Mitigation),268.318
520937,Kaddharapura,Dabhoi,22.211852,73.35813,458.0,112.0,55.02,0.568,Medium (Mitigation),260.14399999999995
520929,Bhavpura,Dabhoi,22.207408,73.328601,350.0,77.0,75.43,0.545,Medium (Mitigation),190.75
520940,Karali,Dabhoi,22.202326,73.400652,605.0,142.0,55.04,0.537,Medium (Mitigation),324.88500000000005
520936,Abdalapura,Dabhoi,22.200262,73.353441,479.0,108.0,23.59,0.602,Medium (Mitigation),288.358
520935,Vayadpur,Dabhoi,22.198432,73.342671,943.0,199.0,67.34,0.606,Medium (Mitigation),571.458
520931,Kundhela,Dabhoi,22.188539,73.281796,2513.0,566.0,50.78,0.563,Medium (Mitigation),1414.819
520952,Gojali,Dabhoi,22.190698,73.378433,565.0,155.0,67.96,0.645,Medium (Mitigation),364.425
520934,Bhilapur,Dabhoi,22.192919,73.325929,2290.0,512.0,52.53,0.564,Medium (Mitigation),1291.56
520953,Banaiya,Dabhoi,22.184445,73.35092,338.0,77.0,41.42,0.615,Medium (Mitigation),207.87
520951,Vasai,Dabhoi,22.173534,73.392085,1860.0,408.0,56.56,0.544,Medium (Mitigation),1011.84
520932,Baherampura,Dabhoi,22.176949,73.301674,514.0,130.0,75.29,0.65,Medium (Mitigation),334.1
520933,Navapur,Dabhoi,22.181324,73.316668,356.0,76.0,11.8,0.639,Medium (Mitigation),227.484
520958,Ambav,Dabhoi,22.163756,73.364609,851.0,161.0,76.62,0.544,Medium (Mitigation),462.944
520959,Puda,Dabhoi,22.17066,73.375582,858.0,186.0,41.49,0.598,Medium (Mitigation),513.084
520957,Thuvavi,Dabhoi,22.160641,73.341034,2651.0,612.0,47.42,0.48,Medium (Mitigation),1272.48
520954,Rajli,Dabhoi,22.165455,73.323543,789.0,183.0,47.66,0.634,Medium (Mitigation),500.226
520955,Anguthan,Dabhoi,22.159431,73.3033,1177.0,299.0,55.48,0.586,Medium (Mitigation),689.722
520960,Hansapura,Dabhoi,22.153796,73.382468,430.0,97.0,43.49,0.487,Medium (Mitigation),209.41
520961,Kajapur,Dabhoi,22.154333,73.39991,694.0,154.0,10.23,0.558,Medium (Mitigation),387.252
520972,Vega,Dabhoi,22.14562,73.385446,852.0,198.0,32.63,0.543,Medium (Mitigation),462.636
520974,Borbar,Dabhoi,22.136422,73.338357,1149.0,276.0,56.31,0.564,Medium (Mitigation),648.036
520956,Nariya,Dabhoi,22.138527,73.302603,1139.0,251.0,45.65,0.6,Medium (Mitigation),683.4
520971,Fartikui,Dabhoi,22.141432,73.372255,877.0,208.0,42.76,0.499,Medium (Mitigation),437.623
520975,Thikariya,Dabhoi,22.129972,73.310806,278.0,65.0,98.2,0.553,Medium (Mitigation),153.734
520976,Dangikuva,Dabhoi,22.127059,73.277309,389.0,81.0,40.62,0.586,Medium (Mitigation),227.95399999999998
519871,Mujar Gamdi,Vadodara Rural,22.208463,73.208264,494.0,114.0,35.22,0.49,Medium (Mitigation),242.06
519870,Vora Gamdi,Vadodara Rural,22.212751,73.219301,688.0,147.0,21.22,0.474,Medium (Mitigation),326.11199999999997
519869,Dhaniyavi,Vadodara Rural,22.206285,73.249285,2353.0,462.0,24.9,0.524,Medium (Mitigation),1232.972
519873,Varnama,Vadodara Rural,22.180305,73.185476,4251.0,951.0,30.82,0.449,Medium (Mitigation),1908.699
519874,Sundarpura,Vadodara Rural,22.184391,73.218524,1267.0,283.0,32.83,0.562,Medium (Mitigation),712.0540000000001
519877,Raghavpura,Vadodara Rural,22.186983,73.262388,850.0,176.0,27.29,0.556,Medium (Mitigation),472.6
519879,Patarveni,Vadodara Rural,22.173582,73.25714,721.0,173.0,56.17,0.634,Medium (Mitigation),457.11400000000003
519875,Shahpura,Vadodara Rural,22.177526,73.236638,493.0,118.0,48.48,0.626,Medium (Mitigation),308.618
519878,Samaspura,Vadodara Rural,22.177009,73.265683,961.0,224.0,59.94,0.66,High (Relocation Priority),634.26
519887,Hansapura,Vadodara Rural,22.163973,73.244571,308.0,76.0,47.08,0.605,Medium (Mitigation),186.34
519888,Mastupur Gamdi,Vadodara Rural,22.163233,73.277417,430.0,94.0,41.16,0.625,Medium (Mitigation),268.75
519881,Fatepura,Vadodara Rural,22.166403,73.223225,278.0,63.0,17.99,0.536,Medium (Mitigation),149.008
519892,Ajitpura,Vadodara Rural,22.153972,73.234141,190.0,41.0,18.95,0.564,Medium (Mitigation),107.16
519886,Kajapur,Vadodara Rural,22.156066,73.213603,462.0,108.0,5.63,0.575,Medium (Mitigation),265.65
519891,Salad,Vadodara Rural,22.148334,73.2608,1501.0,324.0,57.89,0.582,Medium (Mitigation),873.582
519885,Untiya Kajapur,Vadodara Rural,22.151983,73.198403,313.0,79.0,65.81,0.589,Medium (Mitigation),184.357
519889,Kandkoi,Vadodara Rural,22.152256,73.280713,155.0,37.0,40.65,0.477,Medium (Mitigation),73.935
519893,Dolatpura,Vadodara Rural,22.145677,73.218235,82.0,17.0,12.2,0.562,Medium (Mitigation),46.084
519894,Por,Vadodara Rural,22.134139,73.195065,7342.0,1627.0,24.38,0.628,Medium (Mitigation),4610.776
519900,Ankhi,Vadodara Rural,22.129567,73.203911,1179.0,243.0,19.76,0.589,Medium (Mitigation),694.4309999999999
519903,Rasulpur,Vadodara Rural,22.140617,73.233564,68.0,13.0,58.82,0.623,Medium (Mitigation),42.364
519904,Runvad,Vadodara Rural,22.127215,73.239275,1400.0,315.0,44.5,0.61,Medium (Mitigation),854.0
519902,Ramnath,Vadodara Rural,22.134989,73.223695,1239.0,228.0,2.1,0.543,Medium (Mitigation),672.777
519901,Fajalpur Ankhi,Vadodara Rural,22.123439,73.221401,579.0,125.0,12.95,0.525,Medium (Mitigation),303.975
521039,Jaspur,Padra,22.286455,73.060154,7658.0,1530.0,5.08,0.538,Medium (Mitigation),4120.004
521043,Umaraya,Padra,22.268181,73.02998,4115.0,775.0,1.36,0.582,Medium (Mitigation),2394.93
521041,Tajpura,Padra,22.266245,73.069227,1720.0,360.0,20.12,0.56,Medium (Mitigation),963.2
521042,Luna,Padra,22.26456,73.049273,2739.0,521.0,9.6,0.591,Medium (Mitigation),1618.749
521040,Sangma,Padra,22.264793,73.087969,3096.0,664.0,13.02,0.55,Medium (Mitigation),1702.8000000000002
521044,Ekalbara,Padra,22.256383,73.017797,4435.0,917.0,2.21,0.586,Medium (Mitigation),2598.91
521045,Mujpur,Padra,22.245552,72.992466,9410.0,1923.0,4.39,0.597,Medium (Mitigation),5617.7699999999995
521058,Dabhasa,Padra,22.23737,73.038788,8337.0,1708.0,8.29,0.523,Medium (Mitigation),4360.251
521059,Sokhdakhurd,Padra,22.244837,73.11375,2139.0,462.0,24.4,0.589,Medium (Mitigation),1259.8709999999999
521057,Mahuvad,Padra,22.234796,73.013282,2564.0,534.0,9.56,0.494,Medium (Mitigation),1266.616
521061,Darapura,Padra,22.228044,73.106676,3032.0,666.0,15.2,0.649,Medium (Mitigation),1967.768
521060,Patod,Padra,22.225549,73.120499,2479.0,532.0,16.9,0.621,Medium (Mitigation),1539.459
521055,Narsipura,Padra,22.229941,72.973697,3447.0,729.0,0.52,0.622,Medium (Mitigation),2144.034
521056,Dhobikuwa,Padra,22.22517,73.002439,3392.0,710.0,0.18,0.6,Medium (Mitigation),2035.1999999999998
521063,Latipura,Padra,22.222343,73.058454,2702.0,592.0,20.91,0.55,Medium (Mitigation),1486.1000000000001
521062,Ghayaj,Padra,22.219221,73.082331,2667.0,594.0,25.12,0.571,Medium (Mitigation),1522.857
521054,Somjipura,Padra,22.215018,72.968122,2480.0,518.0,1.25,0.598,Medium (Mitigation),1483.04
519844,Sindhrot,Vadodara Rural,22.328932,73.071113,7027.0,1480.0,2.8,0.542,Medium (Mitigation),3808.6340000000005
519842,Ankodiya,Vadodara Rural,22.334255,73.122831,4608.0,937.0,26.41,0.624,Medium (Mitigation),2875.392
519825,Rayaka,Vadodara Rural,22.439928,73.10356,1981.0,361.0,6.71,0.523,Medium (Mitigation),1036.063
519826,Sankarda,Vadodara Rural,22.433457,73.127512,7460.0,1472.0,5.12,0.532,Medium (Mitigation),3968.7200000000003
519828,Sokhda,Vadodara Rural,22.424976,73.16211,12610.0,2454.0,10.06,0.591,Medium (Mitigation),7452.509999999999
519829,Padmala,Vadodara Rural,22.415159,73.132252,5446.0,1059.0,10.72,0.557,Medium (Mitigation),3033.4220000000005
519832,Ajod,Vadodara Rural,22.40144,73.158016,2661.0,526.0,16.27,0.395,Low (Monitoring),1051.095
519831,Anagadh,Vadodara Rural,22.373755,73.080302,14780.0,2815.0,3.83,0.578,Medium (Mitigation),8542.84
519836,Dhanora,Vadodara Rural,22.379574,73.097867,4006.0,864.0,7.16,0.599,Medium (Mitigation),2399.594
519837,Kotna,Vadodara Rural,22.359605,73.058884,2902.0,594.0,0.48,0.579,Medium (Mitigation),1680.2579999999998
519848,Khanpur,Vadodara Rural,22.318836,73.118396,1466.0,304.0,13.17,0.49,Medium (Mitigation),718.34
519843,Sherkhi,Vadodara Rural,22.33714,73.093718,9464.0,1841.0,4.21,0.453,Medium (Mitigation),4287.192
519859,Chapad,Vadodara Rural,22.229309,73.156898,2419.0,530.0,26.0,0.634,Medium (Mitigation),1533.646
519846,Ampad,Vadodara Rural,22.303464,73.085825,1610.0,296.0,2.8,0.428,Medium (Mitigation),689.08
519847,Mahapura,Vadodara Rural,22.302753,73.103757,1601.0,268.0,4.62,0.655,High (Relocation Priority),1048.655
519845,Hinglot,Vadodara Rural,22.293659,73.078092,1057.0,206.0,1.7,0.579,Medium (Mitigation),612.0029999999999
519851,Raypura,Vadodara Rural,22.279864,73.09255,5619.0,1085.0,0.61,0.544,Medium (Mitigation),3056.7360000000003
519852,Gokalpura,Vadodara Rural,22.266038,73.114605,1032.0,208.0,25.0,0.621,Medium (Mitigation),640.872
519853,Samiyala,Vadodara Rural,22.25584,73.124736,6364.0,1315.0,10.39,0.584,Medium (Mitigation),3716.5759999999996
519830,Fajalpur Sankarda,Vadodara Rural,22.426235,73.087611,4740.0,950.0,3.76,0.581,Medium (Mitigation),2753.9399999999996
251214,Padra,Padra,22.244951,73.080335,46660.0,9579.0,28.63,0.476,Medium (Mitigation),22210.16
520926,Kunvarwada,Dabhoi,22.252725,73.337496,1014.0,215.0,34.32,0.581,Medium (Mitigation),589.134
520927,Vanadra,Dabhoi,22.238186,73.364509,2531.0,547.0,40.1,0.537,Medium (Mitigation),1359.1470000000002
520925,Saguwada,Dabhoi,22.240843,73.32019,840.0,162.0,38.57,0.594,Medium (Mitigation),498.96
520924,Malharpura,Dabhoi,22.238425,73.302594,370.0,85.0,13.51,0.63,Medium (Mitigation),233.1
520939,Dholar,Dabhoi,22.222189,73.395816,2049.0,491.0,42.46,0.525,Medium (Mitigation),1075.7250000000001
520928,Mavli,Dabhoi,22.221537,73.342496,962.0,212.0,57.59,0.528,Medium (Mitigation),507.93600000000004
520923,Rasulpura,Dabhoi,22.22173,73.317514,376.0,90.0,60.9,0.528,Medium (Mitigation),198.52800000000002
519818,Indrad,Savli,22.439792,73.273307,1912.0,422.0,36.77,0.6,Medium (Mitigation),1147.2
519817,Pilol,Savli,22.422196,73.230199,3242.0,646.0,16.19,0.631,Medium (Mitigation),2045.702
519833,Asoj,Vadodara Rural,22.421,73.199415,3801.0,827.0,18.71,0.459,Medium (Mitigation),1744.659
519834,Virod,Vadodara Rural,22.394473,73.226574,2461.0,506.0,47.3,0.566,Medium (Mitigation),1392.926
519839,Sukhlipur,Vadodara Rural,22.374111,73.255936,942.0,185.0,37.26,0.671,High (Relocation Priority),632.082
519838,Dena,Vadodara Rural,22.365988,73.221735,2565.0,480.0,25.22,0.65,Medium (Mitigation),1667.25
519841,Kotali,Vadodara Rural,22.35516,73.235373,1269.0,266.0,42.71,0.588,Medium (Mitigation),746.1719999999999
519840,Amaliyara,Vadodara Rural,22.362429,73.256445,1618.0,344.0,57.42,0.553,Medium (Mitigation),894.7540000000001
519849,Ankhol,Vadodara Rural,22.304008,73.270046,1129.0,233.0,56.69,0.637,Medium (Mitigation),719.173
519850,Khatamba,Vadodara Rural,22.286521,73.27036,920.0,190.0,50.43,0.636,Medium (Mitigation),585.12
519854,Shankarpura,Vadodara Rural,22.275823,73.272863,751.0,167.0,36.09,0.567,Medium (Mitigation),425.81699999999995
519864,Tatarpura,Vadodara Rural,22.265645,73.294879,1046.0,233.0,45.89,0.514,Medium (Mitigation),537.644
519855,Jobantekri,Vadodara Rural,22.267751,73.281069,430.0,92.0,81.86,0.604,Medium (Mitigation),259.71999999999997
519856,Ratanpur,Vadodara Rural,22.268483,73.256635,1508.0,344.0,41.45,0.606,Medium (Mitigation),913.848
519868,Kelanpur,Vadodara Rural,22.242363,73.281591,2929.0,614.0,50.46,0.46,Medium (Mitigation),1347.3400000000001
519857,Vadadla,Vadodara Rural,22.248199,73.250718,2303.0,503.0,17.89,0.566,Medium (Mitigation),1303.4979999999998
519865,Sultanpura,Vadodara Rural,22.245836,73.303381,298.0,75.0,34.56,0.597,Medium (Mitigation),177.906
519863,Navapura,Vadodara Rural,22.242051,73.265192,387.0,73.0,0.0,0.583,Medium (Mitigation),225.62099999999998
519862,Alhadpura,Vadodara Rural,22.230247,73.265911,991.0,217.0,34.01,0.611,Medium (Mitigation),605.501
519867,Hetampura,Vadodara Rural,22.227236,73.2839,1504.0,317.0,1.2,0.659,High (Relocation Priority),991.1360000000001
519866,Diwalipura,Vadodara Rural,22.228,73.295272,661.0,136.0,21.63,0.542,Medium (Mitigation),358.262
519860,Maretha,Vadodara Rural,22.223075,73.183108,1918.0,403.0,18.2,0.669,High (Relocation Priority),1283.142
251209,Vadodara,Vadodara Rural,22.306225,73.182732,1752371.0,393887.0,28.63,0.474,Medium (Mitigation),830623.8539999999
519938,Panch Devla,Vaghodia,22.43723,73.378274,867.0,179.0,21.8,0.547,Medium (Mitigation),474.249
519939,Abhrampura,Vaghodia,22.430948,73.384792,627.0,147.0,19.62,0.566,Medium (Mitigation),354.88199999999995
519936,Kamrol,Vaghodia,22.426497,73.295766,2097.0,441.0,46.78,0.528,Medium (Mitigation),1107.2160000000001
519942,Kodarvaya,Vaghodia,22.415313,73.384313,398.0,88.0,71.11,0.612,Medium (Mitigation),243.576
519935,Amreshwar,Vaghodia,22.413419,73.264611,480.0,106.0,45.0,0.607,Medium (Mitigation),291.36
519950,Kotambi,Vaghodia,22.396152,73.312378,3740.0,755.0,47.57,0.575,Medium (Mitigation),2150.5
519937,Lilora,Vaghodia,22.428497,73.363664,1698.0,371.0,28.03,0.508,Medium (Mitigation),862.5840000000001
519943,Vyankatpura,Vaghodia,22.404352,73.368516,592.0,134.0,63.68,0.622,Medium (Mitigation),368.224
519945,Rahkui,Vaghodia,22.408263,73.335659,773.0,169.0,80.6,0.564,Medium (Mitigation),435.972
519946,Ganeshpura,Vaghodia,22.402363,73.274967,981.0,204.0,40.06,0.599,Medium (Mitigation),587.619
519944,Amrutpura,Vaghodia,22.398513,73.352163,409.0,88.0,90.46,0.714,High (Relocation Priority),292.026
519947,Bhaniyara,Vaghodia,22.393587,73.264179,1796.0,405.0,26.28,0.522,Medium (Mitigation),937.5120000000001
519954,Jafarpura,Vaghodia,22.389601,73.367701,358.0,81.0,53.35,0.586,Medium (Mitigation),209.78799999999998
519952,Intoli,Vaghodia,22.38544,73.332133,1060.0,204.0,2.92,0.492,Medium (Mitigation),521.52
519953,Rasulabad,Vaghodia,22.379755,73.345826,2279.0,453.0,43.97,0.51,Medium (Mitigation),1162.29
519957,Rayan Talavadi,Vaghodia,22.369731,73.378642,1597.0,336.0,24.67,0.581,Medium (Mitigation),927.857
519948,Bhaupura,Vaghodia,22.379426,73.279252,663.0,143.0,28.21,0.557,Medium (Mitigation),369.29100000000005
519951,Sakariya,Vaghodia,22.370251,73.321545,654.0,163.0,62.84,0.611,Medium (Mitigation),399.594
519949,Kumetha,Vaghodia,22.36591,73.282281,1595.0,298.0,18.06,0.516,Medium (Mitigation),823.02
519958,Morlipura,Vaghodia,22.361659,73.295115,993.0,209.0,17.72,0.56,Medium (Mitigation),556.08
519962,Raval,Vaghodia,22.347207,73.346467,2702.0,575.0,40.64,0.508,Medium (Mitigation),1372.616
519963,Sanoli,Vaghodia,22.346867,73.382726,1202.0,250.0,50.42,0.648,Medium (Mitigation),778.8960000000001
519961,Nimetha,Vaghodia,22.346736,73.31377,2328.0,458.0,55.28,0.541,Medium (Mitigation),1259.448
519960,Jesangpura,Vaghodia,22.337236,73.288132,811.0,162.0,29.84,0.595,Medium (Mitigation),482.54499999999996
519978,Chipad,Vaghodia,22.331109,73.336834,944.0,204.0,16.84,0.582,Medium (Mitigation),549.408
519984,Gajadra,Vaghodia,22.320324,73.360103,1685.0,366.0,45.22,0.521,Medium (Mitigation),877.885
519979,Navi Jambuvai,Vaghodia,22.331554,73.307663,491.0,116.0,35.64,0.586,Medium (Mitigation),287.726
519959,Sikandarpura,Vaghodia,22.333964,73.270463,2905.0,653.0,11.6,0.675,High (Relocation Priority),1960.8750000000002
519982,Shripore Timbi,Vaghodia,22.316,73.300323,670.0,142.0,40.6,0.609,Medium (Mitigation),408.03
519977,Khandha,Vaghodia,22.325434,73.374753,1128.0,223.0,52.3,0.652,High (Relocation Priority),735.456
519976,Nava Ajva,Vaghodia,22.323725,73.395499,869.0,200.0,46.61,0.619,Medium (Mitigation),537.911
519980,Bakrol,Vaghodia,22.323132,73.284063,1017.0,190.0,49.26,0.615,Medium (Mitigation),625.455
520006,Ropa,Vaghodia,22.267676,73.333045,633.0,127.0,30.02,0.72,High (Relocation Priority),455.76
519983,Bhadol Khurd,Vaghodia,22.318998,73.322901,458.0,101.0,22.27,0.577,Medium (Mitigation),264.26599999999996
519981,Hanumanpura,Vaghodia,22.315167,73.270079,504.0,121.0,41.47,0.594,Medium (Mitigation),299.376
520000,Alva,Vaghodia,22.308185,73.32646,2066.0,415.0,22.07,0.562,Medium (Mitigation),1161.092
520001,Amodar,Vaghodia,22.298566,73.303627,1591.0,348.0,21.43,0.483,Medium (Mitigation),768.453
520007,Limda,Vaghodia,22.283762,73.362083,2608.0,574.0,54.68,0.557,Medium (Mitigation),1452.6560000000002
519999,Kamlapura,Vaghodia,22.287513,73.334125,433.0,81.0,66.97,0.621,Medium (Mitigation),268.893
519998,Dattapura,Vaghodia,22.290134,73.350391,40.0,10.0,50.0,0.548,Medium (Mitigation),21.92
520003,Pipaliya,Vaghodia,22.286007,73.31567,1320.0,291.0,56.29,0.434,Medium (Mitigation),572.88
520002,Pavlepur,Vaghodia,22.284299,73.289908,1313.0,308.0,38.23,0.459,Medium (Mitigation),602.667
520008,Madheli,Vaghodia,22.265344,73.374207,2057.0,434.0,37.72,0.556,Medium (Mitigation),1143.692
520004,Umarva,Vaghodia,22.269155,73.310472,1090.0,265.0,34.95,0.497,Medium (Mitigation),541.73
520005,Mastupura,Vaghodia,22.258596,73.318803,487.0,131.0,62.63,0.646,Medium (Mitigation),314.60200000000003
520019,Falod,Vaghodia,22.251891,73.393337,1903.0,422.0,23.7,0.642,Medium (Mitigation),1221.726
519927,Alamgir,Vadodara Rural,22.211725,73.197007,0.0,0.0,28.63,0.48,Medium (Mitigation),0.0
519906,Nandesari,Vadodara Rural,22.41435,73.095614,8290.0,1717.0,28.63,0.461,Medium (Mitigation),3821.69
519909,Bajwa,Vadodara Rural,22.366252,73.140935,9611.0,1906.0,28.63,0.472,Medium (Mitigation),4536.392
519907,Ranoli,Vadodara Rural,22.398552,73.131306,11726.0,2511.0,28.63,0.447,Medium (Mitigation),5241.522
519908,Karachiya,Vadodara Rural,22.379471,73.131637,7103.0,1565.0,28.63,0.471,Medium (Mitigation),3345.513
519910,Jawaharnagar Gujarat Refinery CT,Vadodara Rural,22.359056,73.132399,3417.0,884.0,28.63,0.483,Medium (Mitigation),1650.411
802593,Nandesari INA,Vadodara Rural,22.403717,73.104746,3679.0,833.0,28.63,0.498,Medium (Mitigation),1832.142
802595,GSFC Complex INA,Vadodara Rural,22.372328,73.152346,2242.0,574.0,28.63,0.464,Medium (Mitigation),1040.288
802594,Petro Chemical Complex INA,Vadodara Rural,22.389119,73.111768,1951.0,603.0,28.63,0.456,Medium (Mitigation),889.6560000000001
519911,Undera,Vadodara Rural,22.343372,73.137039,16902.0,3434.0,28.63,0.471,Medium (Mitigation),7960.842
519919,Dasharath,Vadodara Rural,22.385983,73.157488,0.0,0.0,28.63,0.452,Medium (Mitigation),0.0
999999,Sayaji Sarovar,Vaghodia,22.380487,73.406611,0.0,0.0,28.63,0.472,Medium (Mitigation),0.0
519923,Gorva OG,Vadodara Rural,22.338225,73.15438,0.0,0.0,28.63,0.468,Medium (Mitigation),0.0
519924,Sevasi,Vadodara Rural,22.306627,73.117423,0.0,0.0,28.63,0.5,Medium (Mitigation),0.0
519918,Kalali OG,Vadodara Rural,22.250808,73.16557,0.0,0.0,28.63,0.503,Medium (Mitigation),0.0
519925,Bhayli,Vadodara Rural,22.281721,73.121784,0.0,0.0,28.63,0.494,Medium (Mitigation),0.0
519926,Bil,Vadodara Rural,22.248134,73.140536,0.0,0.0,28.63,0.478,Medium (Mitigation),0.0
519913,Karodiya OG,Vadodara Rural,22.349552,73.162735,0.0,0.0,28.63,0.467,Medium (Mitigation),0.0
519912,Tarsali CT,Vadodara Rural,22.246946,73.229342,4929.0,1081.0,28.63,0.498,Medium (Mitigation),2454.642
520022,Jarod CT,Vaghodia,22.429672,73.332882,7200.0,1601.0,28.63,0.488,Medium (Mitigation),3513.6
520023,Vaghodia CT,Vaghodia,22.297497,73.39063,16604.0,3604.0,28.63,0.456,Medium (Mitigation),7571.424
802598,Vaghodia INA,Vaghodia,22.311117,73.38898,248.0,60.0,28.63,0.491,Medium (Mitigation),121.768
519921,Dumad,Vadodara Rural,22.376152,73.201184,0.0,0.0,28.63,0.473,Medium (Mitigation),0.0
519922,Vemali,Vadodara Rural,22.35407,73.209843,0.0,0.0,28.63,0.498,Medium (Mitigation),0.0
